,comment,sentiment,positive,negative
38,진짜로 남자들은 잘 모르겠는데 여자들은 화장 지우고 옷도 비슷하면 20대랑 10대 후반이랑은 큰차이 없지 않나 싶음……,Negative,0.06648976355791092,0.9335101842880249
40,"트랜스젠더는 정신질환자다. 사슴이 뿔을 떼고 수염 붙여도 호랑이가 되지 않는다. 남자가 가슴에 실리콘 넣어 볼륨 만들고 화장을 해도, 아이를 낳을 수 없고, 모유도 나오지 않는다. 스스로 여자로 착각할 뿐이다. 표를 얻기 위해, 치유받아야 할 트랜스젠더를 부추기는 정치인 역시 정신질환자다.",Negative,0.00500009348616004,0.994999885559082
43,오늘 화장 잘먹엇는데 어떤 남자 본다고 내 사진 한장을 못찍엇네 😒😒,Negative,0.05153166875243187,0.9484683871269226
45,"이거 더 풀어보고 싶음..
엱준이 누나 있다는 설정으로 
누나가 화장품 사업 시작했는데 
처음이라 진짜 돈도 사람도 없어서 
엱준이한테 립 발색샷 모델 부탁하는거..
엱준이야 뭐 어렸을 때부터 누나랑 화장놀이도 (당)했고 (누나덕분에)남자라도 화장품에 거부감 없고..용돈이나 벌어보자싶어 ok함",Negative,0.04701114073395729,0.952988862991333
47,여자가 남장하면 안 부끄러워하는데 남자는 여장하면 왜 부끄러워하지? 그리고 여장이라면서 맨날 야한 옷 입고 이상한 화장해. 😡,Negative,0.0013935130555182695,0.9986065030097961
48,"유튜브에서 장발에 화장도 이뿌게 하는 남자 봄
우리집 아들램이었음 재밌었겠다 딸램은 머리밀고 아들은 이쁘게 하기댕기기",Negative,0.01876501366496086,0.9812349677085876
49,화장하고 머리 기르고 로브 입었다고 저게 남자냐~ 하고 탐라 떠들썩해지는 거 개인적으로 맘에 안 듭니다. 성별 고정관념에 얽매이지 않고 다양한 신캐 내는 게 데브 장점 중 하나라고 생각하거든요,Negative,0.08613701909780502,0.9138630032539368
53,"이 쉬운 것들을 못해서 여자를 못 만난다고? 여자들 눈이 다 똥간에 달렸는데도?
이정도는 그냥 한녀들이 하고 살던 기초 플러스 마이너스 알파 아님? 남자가 어떻게 키작다고 힐신냐 화장하냐 뭐 이런 징징 안 받음.",Negative,0.040199603885412216,0.9598004221916199
54,@roni4860 애초에 근육질 남자가 나오는 릴스가 넘어오질 않아요!!! 언니들이 화장하고 (○´3｀)ﾉ⌒♡*:·! 귀여워서 미안! 하는 영상같은것만 오천개 떠요,Negative,0.02670285291969776,0.9732971787452698
56,"트랜스젠더는 정신질환자다. 사슴이 뿔을 떼고 수염 붙여도 호랑이가 되지 않는다. 남자가 가슴에 실리콘 넣어 볼륨 만들고 화장을 해도, 아이를 낳을 수 없고, 모유도 나오지 않는다. 스스로 여자로 착각할 뿐이다. 표를 얻기 위해, 치유받아야 할 트랜스젠더를 부추기는 정치인 역시 정신질환자다.",Negative,0.00500009348616004,0.994999885559082
57,"화장 꾸밈노동에 들어가는 돈시간 생각하면 
남자들이 여자들도 군대어쩌고 좀 이해돼
좀 억울함
국민 전체가 예쁘게 화장하고 다녓음 좋겟음
나만하긴 억울함",Negative,0.1499405950307846,0.850059449672699
58,"이제 슬슬 이상한 나라의 앨리스 코스프레를 준비해야 할 것 같다…

8월 말 아니면 9월 초에 할 것 같은데…

그런데 어차피 남자 화장은 할 줄 알아도 여자 화장은 할 줄 모르니 큰 의미는 없을 듯",Negative,0.006858578883111477,0.9931414127349854
59,"오늘 친구가 어떤 남자가 좋냐길래

일단 잘생기고 (싸불먹음)
자기관리 잘해야 됨
똑똑해야 됨
눈썹이 잘생겨야 됨
안광이 맑아야 됨
눈이 순하고 동글동글 예쁘고 귀여워야 됨
피아노나 기타 연주할 줄 알아야 됨
집돌인데 나랑 놀러나가면 재밌게 놀 줄 알아야 됨
요리 잘해야 됨

이 정도ㅋㅋ",Negative,0.11687770485877991,0.8831222653388977
61,"이 남자때문에 평생 안할껄 해보고 내 생전에 유료결제는 없는 삶이였는데 네이버박스 연간권 결갈함 도저히 폰이 감당을 못하네요🤣🤣🤣🤣🤣
180기가 1년 3만3천원 결갈했으니 모아모아서 디지털 액자 사서 화장대에 놓고 보고 싶은데 나 혼자 괜히 눈치봄ㅋㅋ https://t.co/t5iGMUifDR",Negative,0.014971435070037842,0.9850285053253174
62,@WE_THE_BOYZ 진짜 자기관리 하는 남자… 기분 째진다,Negative,0.05835971236228943,0.941640317440033
64,"@_040323436742 드랙퀸.이라고하는거애요
겨털다리털수북한남자가 갸루화장하는거임
저는않조아함",Negative,0.06095114350318909,0.9390488862991333
65,"걍 이제 남자 불신 생김
그리고 애초에 남자보면 맘에 안들어 죽겠음
그냥 잘해준다고 딸랑 마음 주기엔...
좀 이상하잖아 
나도 ^^자기관리^^기본으로 되는 남자한테 대쉬하고픔 
아니..아예 남자한테 대쉬하기시름..
여자만나고픔..
나는 마음이 으른인 사람 좀만나고싶음...",Negative,0.007705287076532841,0.9922947287559509
66,"“아니 산올라가는데 화장을 왜 하냐고-뭐 잘보일 남자라도 있냐?”
‘뭔소리야~야 남자라고는 딸랑 넷인데 한명은 유부남이고 둘은 여자친구 있고 그리고 한명은 넌데 뭐?’
“어..”
[♬]
-131117",Negative,0.09525863826274872,0.9047414064407349
67,"겸님이 말해주셔서 갑자기 생각남
마석도 동생 희… 본가에서 사는 중인데 마석도 놀러올 때마다 맨날 용돈 달라, 강력반 잘생긴 오빠 소개해달라 하더니 어느 순간부터 집에 와도 희가 없는 거임, 아니면 인사만 하고 바로 나가거나. 딱 봐도 화장 열심히 하고 꾸민 거 보니까 남자 생긴 더 같아서",Negative,0.016359562054276466,0.9836404323577881
68,@i_go_alcha_brue 저는 좀 많이 그렇네요….. 화장을 하고 꾸미든 운동을 하든 뭘 하든 그냥 본인 만족일 수 있는건데 굳이 찝어서 남자 생겼다느니….. 저 같으면 마음속에서 한번 걸렀어요,Negative,0.018200086429715157,0.9817999005317688
69,"고닥교 동창 남자놈 만나러 가는데 언니가 화장해주고,, 괜히 기대치 높아짐 개킹받 ㅠ 언니 고마워 ㅠ",Negative,0.006733931601047516,0.9932660460472107
73,"@eaowanna 써치도 안 되게 적은건데 굳이 찾아오셔서 화를 내시네요
남자라 편하다는 말은 결국 누나들 불편했다는 거고, 화장 쎄게 했다는 언급도 제 기준에서는 사람 면전에서는 못할말 뒤에서 얘기한 느낌이라서요~
님이 글케 생각안하심 걍 지나가세유",Negative,0.0019050788832828403,0.998094916343689
77,대충 해 넘기고 드큘 10주년 했으면 좋겠다 진한 화장한 남자 좀 구경해보자,Negative,0.011117999441921711,0.9888820052146912
78,"보통 남자가 면도를 해도 수염이 아무리 적게 나도 수염자국은 어쩔수가 없거든. 근데 남자가 그조차도 눈에 띄지않는다, 그럼 내시거나 화장을 하는거야. 아이돌애들 다 화장을 하니까 수염자국도 없는거야. 그리고 저녁때까지 그 얼굴을 하는거고.",Negative,0.007074333261698484,0.9929256439208984
79,"주기적으로 추가 공부하는 남자
자기관리 한다고 짬뽕 시켜서 야채만 골라먹는 남자",Negative,0.024633299559354782,0.9753667116165161
81,키188에 경찰제복입고다니면사(수상한페티쉬아니고 진짜본인직업입) 머리는빡빡인데 보라색립바르고 화장하고다니는남자어때,Negative,0.011246775276958942,0.9887532591819763
82,"근데 새삼 빡친다. 여자는 남자보다 생리적으로 들어가는 비용이 많거든.
좆같이 비싼 탐폰이라던가…직업상 화장해야하는 경우는 화장품까지 추가적으로 많이 들고 같은 옷인데 구린 재질임에도 여자옷이 더 쳐 비싼 경우가 많거든.
아 썅-_-",Negative,0.02914515882730484,0.9708548188209534
85,"머릿결 유지 비결 없다면서 린스는 하냐는 질문에 당연한걸 왜 묻냐는 식의 대답이 너무 발림. 린스는 비결이라고 내세울 만큼 특별한게 아니라 당연히 관리를 위해 일상적으로 해야한다고 생각한다는 거잖아ㅠㅠㅠ진짜 자기관리 잘하는 남자 많지 않은데 개호감

🐰: 머릿결 타고난걸 어쩌라는고야? https://t.co/Qn1QX0Rw9I",Negative,0.06240823119878769,0.9375917911529541
86,"장일소 언제부터 왜 화장 시작했을까?…..
이 남자의 과거를 마음대로 날조상상하기 시작함",Negative,0.002576315077021718,0.9974237084388733
87,"선암동출장안ㅁㅏ 출장서비스 선암동출장유부녀 #화장
부안잘생긴남자후기 경기 경기",Negative,0.0027564894407987595,0.9972435235977173
91,"진:그러고보면, 여자애가 화장실에 갈 때 ""잠시 화장 좀 고치고 올게요"" 라고 하잖아? 그거의 남자판을 생각해보자고 해서, 남자다움을 자아내면서, 오래걸려도 괜찮을 것 같은걸 생각했더니 ""잠시 곰 사냥하고 올게""가 되었어. 난 의지로라도 계속 쓸거야.",Negative,0.04610852897167206,0.9538914561271667
94,"근데 나가서 놀지는 마 물들어 혼전순결 알지? 니가 남자 뭘 알겠니? 어휴 기가 쎄서 말이야 누구 닮았는지; 말투를 좀 상냥하게 고쳐보라니까 살도 좀 빼 여자가 그게 뭐야 살쪄가지고 화장도 안하고(무한반복)

그래서 타지에서 직장 잡겠다고?
니가 할 수 있겠어?
어떻게 해 처음엔 근처에서 잡아",Negative,0.007806075736880302,0.992193877696991
97,"여자애가 톰보이처럼 구는거야 애가 좀 유별나네 하고 마는데

남자애가 막 화장하고 소꿉놀이하고 춤노래 좋아하면 화들짝 해서",Negative,0.0025192054454237223,0.9974808096885681
99,@Sett_Only_You 허억... 운동했어? 우효~ 자기관리 하는 남자... 야하다,Negative,0.005219209473580122,0.9947807788848877
101,오늘 알바하는 호프집에 채종협 닮은 남자 봐서 결혼할 뻔 했는데 화장도 안하고 내 얼굴 걍 드러누운 김용명이라 참았어..,Negative,0.0026219445280730724,0.9973780512809753
105,"남자도 정도가 아니라 제발 화장좀 하고 다녀라
아니 꾸미는것도 아니고 씻지도 않아서 우르오스같은게 나오게 만드냐고",Negative,0.001385345938615501,0.9986146092414856
106,"내 주변에는 2d는커녕 아이돌 좋아하는 애들도 없고 (관심도없어...세상에 아이돌이라곤 방,탼 이랑 트레블밖에 없는줄암) 다 현실남자, 다이어트, 화장성형 이런거밖에 몰라
심지어 오타쿠 혐오해서 친구들한테 앙스타한다고 말도못하고산다ㅠㅠ",Negative,0.03886706754565239,0.9611329436302185
108,"@no_Ulike__plz 레알씨발진쩌ㅏ
자기관리안하는남자들이프로그램에나오는게너무짜증남ㅠㅠ",Negative,0.0013618485536426306,0.9986381530761719
111,"'자기관리 잘하는' 예쁘고 야무진 여자애들이 와꾸존못 남자한테 처맞고 삼. 해외셀럽이나 한국이나...

이유도 뻔함...걍...
애초에 사람은 돈,정성 쏟고 관리하면
다 엔간치는 예쁘고 잘 생겨짐
특히 사회적으로 남자보단 여자가 미적으로 이용할 수단이 많기때문에 성인되서 지가 코르셋에 진심이면",Negative,0.046204935759305954,0.9537950754165649
112,"여자가 남자한테 잘보이려고 화장한다는건 진짜 똥인게 평소와 다르게 화장하고 나갔을 때 남자한테 번호를 따이거나 예쁘다는 말을 듣거나 하면 ""남성의 관심을 받는데 성공했어!""가 아니라 ""역시 오늘은 화장이 잘됐어!"" 하면서 기뻐함 ㅇㅇ…",Negative,0.0023433095775544643,0.9976567029953003
115,"인큐버스: 이 핸섬보이 인큐버스님의 청을 거절하다니…남자 보는 눈이 그렇게 없어서야
아르르: 어휴, 거울 좀 보지 그래! 땀 때문에 화장이 다 지워졌다구
인큐버스: 오우! 시잇! 내 맨얼굴을 봐버리다니! 안됐지만 허니는 여기서 죽어줘야겠어
*뿌요SUN",Negative,0.06194821372628212,0.9380518198013306
120,"신라시대 화랑에 대한 기록중에 하나가
귀족 자재들중에 잘생긴 남자애들을 모으고 분을발라 곱게 화장하고나니 
낭도들이 받들었다는데

그럼 신라시대때나 현재나 다를께 별로 없는뎅
신라판 아이돌아님? https://t.co/H8wM4R8zOC",Negative,0.0046178014017641544,0.9953821897506714
127,"초등학교때까지만 해도 여남할것없이 체육시간에 다들 즐겁게 뛰어놀었는데 중학교부터 확연한 차이가 났음
남자애들은 다 축구하는데 여자애들은 앞머리 까질까봐, 땀나서 화장 지워질까봐, 뛸때 살이 흔들릴까봐 그냥 스탠드에 앉아있기만 했어",Negative,0.004723638296127319,0.9952763915061951
129,"학교축제에서 른짐오빠
남자놈들 화장시켜놓은 거 보면서 웃는 역할임
그 남자애들한테 따먹히는 자신이 더 웃긴줄은 모름",Negative,0.06779873371124268,0.9322012662887573
130,내가 사랑하는 오지콤은 자기관리 좆도 안하는 개저씨가 아니라 얼굴 잘생기고 몸좋은 연상 남자가 '왜 너처럼 어린애가 나를..' 이걸 좋아하는거임.,Negative,0.08701115101575851,0.9129888415336609
134,일어나기 귀찮아서 화장대 위에 놔둔 탬버린즈 핸드크림 샘플 아무거나 텄는데 남자 향수 냄새나...........개싫어하는 향이라 일어나서 손씻고 오고 싶어짐........,Negative,0.006736797280609608,0.9932632446289062
136,"알바
본주짓수
체험단모집
도네
스팀출장세차
알바
고수익
남자
자기관리 https://t.co/HZhVHYhGHM",Negative,0.007379442919045687,0.992620587348938
138,ㄹㅇ 자기만족용으로 하는건데 그러면 또 '남자들은 그런거 하는 사람 없지 않느냐' 부터 시작해서 '자기만족용이면 왜 나갈때만 화장하냐 (전...가끔씩 집에서도 걍 기분내고싶을때 화장하는뎁쇼...오히려 학교갈때 화장안함)' 이따위 반응 나오는것도 좆같음,Negative,0.02724730595946312,0.9727526903152466
143,"진:그러고보면, 여자애가 화장실에 갈 때 ""잠시 화장 좀 고치고 올게요"" 라고 하잖아? 그거의 남자판을 생각해보자고 해서, 남자다움을 자아내면서, 오래걸려도 괜찮을 것 같은걸 생각했더니 ""잠시 곰 사냥하고 올게""가 되었어. 난 의지로라도 계속 쓸거야.",Negative,0.04610852897167206,0.9538914561271667
144,그리고 백인 너무 좋아하고 퀴어한거 다 갖다붙여서 팔면서 real퀴어예긴좃도안함 다알자너~ 화장존나게한 남자애들한테 촌시런 테스토스테론 개뿜어내는 가사 부르게하고,Negative,0.0014813992893323302,0.9985185861587524
145,예쁘게 보이겠다고 얼굴 뾰루지 한 가득인데 화장하고 예쁘게 보이겠다고 알러지 결막염 나았으려니 하고 렌즈 끼고 예쁘게 보이게 입었으니까 무리하게 약속을 잡고… 대신 예쁘게 보이는 게 남자 한정이 아니고 그냥 내가 좋아하는 사람들에게 그렇게 보이고 싶음,Negative,0.003014381043612957,0.9969856142997742
148,류떤남자 평소에도 화장하는게 루틴이라 그런지 여장 하라고하면 잘할듯......끝내주게 하고 임무 완수한뒤엔 아무렇지않게 돌아올듯.......,Negative,0.028079338371753693,0.9719206690788269
150,하루카 뭔가 여자애들 한테 많이 당할거같음 무우랑 유노랑 마히루가 하루카 꾸며준다하고 막 화장해주는데 하루카 막 느낌.이상해서 할때마다 움찔움찔거림 아마 여자 애들한텐 가장 만만한 남자애가 하루카가 아닐가.. 애가 소심해서 장난쳐도 뭐라못하고 놀려먹으면 반응 잘해줄거 같음...,Negative,0.0024477604310959578,0.997552216053009
153,"화장대
야외음악당
건강한습관
강남카페추천
해운대핫플
남자철릭
대구반찬맛집
1020회차
속옷
꽃신일상
소림커피
포항헬스장
사격
심플
농민 https://t.co/KEiRDPAec8",Negative,0.0999898612499237,0.9000101089477539
154,"시저는 평소에도 자기관리 개빡시게하는... 관리하는 미인(죠셉관리1도안하는거보고화냄+누아르하트됨)
꾸밀필요성 매우느낌!(화장도 해봤을거같은데 남자라서 찐하게는 안햇을듯)+여장과 화장에 진지...
해서 이차이가...",Negative,0.04529838636517525,0.9547016024589539
157,나도 아직 화장 하는 사람이지만 친구 만날 땐 해도 남자 만날 때는 더 안 했으몀 안 하지 절대 더 하진 않고 날 보는데 노력 안 하는 사람 앞에서 내가 왜 노력해야 하는지 모르겠고 하휴 덕질하러 탐라 들어오자마자 알티 보고 또 빡침,Negative,0.0029514292255043983,0.997048556804657
159,"머리 망해도 티 안 내고 학교 가선 머리잘랐어☺️하는 남자
소주논쟁에서 그건 자기 잘못이라고 하는 남자
화장 지우는 뷰이앱 밸어들이 조아해서 걍 하는 남자",Negative,0.00915045477449894,0.990849494934082
160,옛날엔 학교 갈 때 가끔.. 화장도 하고.. (실력은 1도 없었지만..) 치마도 입고.. 그랬는데 이제 뭔가.. 왜 그래야하는가.. 싶은.. 그냥.. 추리닝 바지랑 안경이 편해.. 그리고 예쁘게 꾸며서.. 뭐 이득이 있나 하는 생각이다.. 남친같은거 원하지 않아... 설사 원하더라도 우리 학교 남자는.. 우욱씹,Negative,0.0015632560243830085,0.998436689376831
163,"근데 아무리 성형을 하고 살을 빼고 화장을 해도 사람은.. 어릴 적 얼굴이 남아있음. 
나 가게하는데 하나도 안 친한 동창들 오잖아?
다 알겠드라 근데 며칠전엔 어릴때 친했던 남자애가 아내랑 왔는데.. 진심 걍 똑같은거임 ㅋㅋ 
콧대 눈매 턱모양까지 다
와 걍 키만 컸네 맘 속으로 생각함  ㅋㅋ https://t.co/Vp4lrEBKds",Negative,0.014635012485086918,0.9853649735450745
164,"탐라에서 보고... 궁금해서 봣는데... 무슨 러쉬직원 네명 모아놓은것같음....

드.디.어 찐친 올출석...!!! 🔥네남자의 “유통기한” 지난 지옥의 화장... https://t.co/CHjLc8Bxc3 - @YouTube",Negative,0.0020380939822643995,0.9979618787765503
165,"""남자는 갑옷을 입고
여자는 화장을하고…""
이게 라노벨이 아니라니",Negative,0.027907326817512512,0.9720926880836487
168,"근데 지금은 50대 여자가 20대 같은 화장을 하고 흑집사 옷을 입고 다니는데 그게 진짜 아무렇지도 않나봐... 정치 성향 막론하고 물어보면 그렇게 관리 할 정도로 돈과 권력이 있는 걸 보여 주는 거래 
근데 같이 다니는 남자는 20대로 안보이는데? 정치를 한다는 사람이 평생 동반자로 선택한 여자가",Negative,0.08436812460422516,0.915631890296936
169,"결국 남자선배한테도 
신경질적으로 나가버림..
화난 상태로 
여주 집에 데려다주고 
이닦여주고
화장 지워주고
옷갈아입혀주고
침대에 눕혔는데",Negative,0.0014293784042820334,0.9985706210136414
172,잘생긴 남자가 진한 화장하는 거 나만 조아하니 안 그래도 진한 이목구비가 화장 때문에 더 진해지기 때문에 오히려 남자력 상승하는.. 하지만 일단 베이스가 잘생겼기 때문에 아름다운 그 미묘함 뭔지 알어?(어휘력부족),Negative,0.1481371968984604,0.8518627882003784
174,"화장을덜어낼수록이쁘다니 ,,,
 이게 어린남자의맛인가",Negative,0.00793970376253128,0.9920603036880493
179,"인큐버스: 이 핸섬보이 인큐버스님의 청을 거절하다니…남자 보는 눈이 그렇게 없어서야
아르르: 어휴, 거울 좀 보지 그래! 땀 때문에 화장이 다 지워졌다구
인큐버스: 오우! 시잇! 내 맨얼굴을 봐버리다니! 안됐지만 허니는 여기서 죽어줘야겠어
*뿌요SUN",Negative,0.06194821372628212,0.9380518198013306
182,"서브콤플렉스
좀비딸
닭강정
화장지워주는남자
노블레스
검은인간",Negative,0.111700139939785,0.8882998824119568
185,"머리 짧고 화장 안 한 여자: 그냥 지나가는 사람, 행인 1 (그죠 뭐 이러려고 탈코하는 거죠.. 막말로 여기에 눈길 쏠리고 주목 받으면 그건 그거대로 문제 아님??)
머리 길고 치마 입은 남자: 머리 길고 치마 입은 남자. &lt;-- 뭐 뭔 얘기를 더 함 머리 길고 치마 입은 남잔데 눈에 안 띄겠냐고 정말로;;",Negative,0.002397670643404126,0.9976022839546204
186,남자가 아이라이너로 눈 화장하면 다들 도망가겠지,Negative,0.025464704260230064,0.974535346031189
187,"잘생긴..바라지도않아
멀쩡한o 친구남친보고싶음
아니그냥보기싫음
아니걍안만나주면안되나
아아아..........좆달린거만나지마
그냥다못생겻어......화장이라도하든가
한국남자다존나못생겻어. 진짜존나못생겻어....더치페이해주는것도진심뒷목",Negative,0.0013879695907235146,0.9986119866371155
188,남자든 여자든 몸짱이 되면 좋겠지만 사실 그건 힘든 부분이고 자기관리가 안되는 사람은 매력적으로도 성적으로도 느껴지지도 끌리지도 않아 #섹트 #맘눌뎀,Negative,0.00453605130314827,0.9954639673233032
190,하지만 혜지에겐 화장 안 한 게 더 이쁘다고 말해주는 남자지 https://t.co/tsSHmGJxOD,Negative,0.12269706279039383,0.877302885055542
192,"아니 원피스 입고 밥먹으면
안돼? 왜? 화장안한 남자라서?
왜? 일까
아는 데 왜 화가나지?
.
.
.
.
.
나 어디게?

쥬네브쇼핑몰 이 보이는
호수공원",Negative,0.005165500100702047,0.9948344826698303
193,난 못생겼는데 자기관리 안하고 고추도 작아서 빼액하는 남자가 시른거 뿐인디 ..,Negative,0.0092935124412179,0.9907065033912659
196,이거 되게 화장한 남자애 같자너 https://t.co/bSbtZ8fYa4,Negative,0.011120185256004333,0.9888798594474792
197,"암튼 됏어요 진짜.
발렌타인이라고 생방 끝나고도 호다닥 와준 남자랑
화장 지우고 밍숭맹숭 고양이가 웬 깜찍한 파자마를 입고 와서 가슴팍은 다 보여주고 인사하고,,,",Negative,0.12796145677566528,0.8720385432243347
199,ㅣ러다가 화장하고 노는게 좋아서 남자 사귀고 싶을 판 (하지만 고것이 내 맘대로 되는 것은 아니지),Negative,0.029881414026021957,0.9701186418533325
201,회사 화장싱 비누떨어질때마다 넘 화남. 3시간넘게 안채워지고 있는건데 관리하시는 분도 자리 비우셔서… 걍 비누 꺼내는곳 알려줬음 좋겠다. 확 남자화장실에서 손 씼고오고싶네🙃,Negative,0.0019602766260504723,0.998039722442627
203,"트랜스젠더는 정신질환자다. 사슴이 뿔을 떼고 수염 붙여도 호랑이가 되지 않는다. 남자가 가슴에 실리콘 넣어 볼륨 만들고 화장을 해도, 아이를 낳을 수 없고, 모유도 나오지 않는다. 스스로 여자로 착각할 뿐이다. 표를 얻기 위해, 치유받아야 할 트랜스젠더를 부추기는 정치인 역시 정신질환자다.",Negative,0.00500009348616004,0.994999885559082
205,사실 화장이고 머리고 몸이고 다 없는 상태에서 얼굴만 딱 봤을 때 성별 구분 안 된단 말이야 정말 의미 없고 … 몬가 남자들은 여자는 다 몸에 털도 안 나고 속눈썹 길고 아이라인 달고 태어나는 줄 아나 싶다..,Negative,0.001587359351105988,0.9984126687049866
209,"길가면서 자기관리 하는 듯한 여자 존나많고, 그보다 많은게 자기관리 안하는 듯한 남자임 ㅅㅂ",Negative,0.012384917587041855,0.9876151084899902
210,"인큐버스: 이 핸섬보이 인큐버스님의 청을 거절하다니…남자 보는 눈이 그렇게 없어서야
아르르: 어휴, 거울 좀 보지 그래! 땀 때문에 화장이 다 지워졌다구
인큐버스: 오우! 시잇! 내 맨얼굴을 봐버리다니! 안됐지만 허니는 여기서 죽어줘야겠어
*뿌요SUN",Negative,0.06194821372628212,0.9380518198013306
215,나 우리반 애들중에 남자애들보다 여자애들이 더 안씻는것같음 머리도 떡져있고 진짜 뭐하능거지 부모가 안가르쳐줘도 인터넷이랑 친구들 보면서 배울 수 있는거 아니여? 이정도면 걍 자기관리 하기싫고 귀차니즘이 개심한것같음 비위상함 https://t.co/JiwXGowMuS,Negative,0.08067755401134491,0.9193224906921387
217,"내 기준 제프나고야 문빈을 
이길 문빈은 없음🥲  
은발에 언발 이어링
짙어진 남자향기
색조옅은 깔끔한화장
화이트 민소매 그냥 끝🤧 
#문빈 #MOONBIN https://t.co/RY5RCmF13p",Negative,0.09403306245803833,0.9059668779373169
219,자기관리 안하는 남자아이돌은 필요없어 ..,Negative,0.0018275815527886152,0.998172402381897
