,comment,sentiment,positive,negative
103,나이먹고 돌아볼 추억이라도 있지 니네는 자기관리 안 돼서 남탓 사회탓으로 쳐돌리면서 나중에 나이먹고...돌아보면 유일하게 젊고 잘생긴 남자 만나볼 나이임 남자는 씹멸치면 제발 운동해 돼지새끼는 뭐 할...,Positive,0.9954560995101929,0.004543928895145655
135,남자들이 화장품에 관심 가지고 피부 미용에 관심 가지고 여성화 되는 느낌이 든다 근데 이게 자신의 자아나 자기 관리의 느낌보다는 남들에게 비춰지는 나의 모습을 가꿀려고 하는 느낌임 자신의 본모습을...,Positive,0.9781250953674316,0.021874891594052315
136,반전쩔지 << 보니까 관리하는남자 클라스가다르더만 ㅇ,Positive,0.9965728521347046,0.0034271464683115482
142,눈썹문신하고 선크림도 잘바르고 운동도 하고 트리트먼트에 린스 에센스로 머릿결도 관리하고 옷도 깔끔하게 센스잇게 입고 주기적으로 피부과가서 관리받아야 살아남을수잇다,Positive,0.9436213970184326,0.05637859180569649
152,관리전 관리후 ㅋㅋㅋㅋㅋㅋ 예전 영상 보는데 진짜 다른 거 같음....,Positive,0.9711257815361023,0.028874240815639496
174,이땐 진짜 동급이었는데 현재 현빈 여전히 대존잘 현재 안정환 옆동네 친근한 훈훈한 아저씨 됨 사실 안정환이 정상임 근데 연예인들은 관리를 하다보니 현빈은 뭐 지금도 존나 잘생김,Positive,0.9878080487251282,0.012191971763968468
186,마른애들 빼고는 남자애들 의외로 경도비만이상 돼지 많음. 다이어트만 해서 키빼몸 100만 넘어도 남자 관리 상대적으로 상위 10퍼임 그냥 평범한 몸무게였던 애들도 그나마 군대에 있을때 살좀 빠지고 전역하고...,Positive,0.94512939453125,0.05487058684229851
189,평균이상임 20후반 ~ 30대 남자중에 배나오거나 탈모가 절반이상이거든,Positive,0.9819560050964355,0.01804402470588684
211,나도 관리하고 존잘되었다,Positive,0.92020583152771,0.07979419082403183
212,나도 관리하고 존잘되었다,Positive,0.92020583152771,0.07979419082403183
217,본인들 맨날 거울앞에서 하는게 눈썹그리는건데 모를리가. 근데 막 씹게이갔다거나 이딴생각안함 깔끔해보이고 관리하는 남자라는 인상을 받음,Positive,0.9272727370262146,0.07272720336914062
225,나도 관리하고 존잘되었다,Positive,0.92020583152771,0.07979419082403183
228,나 겨털 왁싱이랑 브라질리언 샵에서 매주 관리받는애 봤는데 남자 ㅇ깔끔했긔,Positive,0.9958159923553467,0.004184016026556492
229,실감하게 된 좋은 시그널이 되었다고 확신하는 계기가 되었음 머리 피부 헬스 그리고 중요한 향기 남자는 이 4개만 계속 관리해도 충분함 여자들 관리하는거에 비하면 ㄹㅇ 새발에 피고 개꿀이니 이거라도해라,Positive,0.9825636744499207,0.017436359077692032
244,20대를 보내다보니 30대 되서야 피부의 중요성을 알게됌. 모공 많이 보이고 블랙헤드 많고 그러네.. 피부관리하려면 스킨 로션 외에 어떤거 사야되냐... ㅠ 스킨 로션도 괜찮은 브랜드 있으면 추천해줘.. 피부가...,Positive,0.957345724105835,0.04265429824590683
256,방금 삼시세끼 한지민 나온편 보는데 윤균상 이서진 에릭 연예인이라 다 관리 받을텐데 남자라서 그런지 모공도 보이고 흉터도 보이던데 한지민 피부는 잡티하나 없는 넘사드라 진짜 타고난 송중기 박재범 아닌...,Positive,0.9097033143043518,0.09029670059680939
267,연상텀 개꼴림 ㅅ1ㅂ 단 관리잘한남자.. 밑줄쫙 별5개,Positive,0.9966660737991333,0.0033339387737214565
298,보면 여자들 중에 그냥 체형적으로 지방이 있어도 골반도 넓고 가슴도 크고 별다른 운동 안해도 힙업 되어있는 여자들 있는데 남자지만 부럽다 관리 안해도 될 거 아니냐 반면에 근육은 웨이트 쉬면 빠지는데 ㅠㅠ,Positive,0.8974907994270325,0.10250917822122574
318,"자체도 재밌고, 하기 전후랑 달라지는거 보는 재미도 있는건데 여자 화장보고 화알못 남자들이 그런거 남자들이 안좋아해, 남자들이 좋아하는 건 말야 이런 소리 하면 나도 하는 입장에서 속으로 어휴 병신들...",Positive,0.997158408164978,0.002841565990820527
351,너무 남자한테 헤벌레하지마 소혜야..,Positive,0.8933117985725403,0.10668817162513733
356,관리만으로 최소 한단계는 올릴수있는듯 티어 눈썹 머리 패션 피부 등등 - dc official App,Positive,0.9513386487960815,0.04866136237978935
357,확실히 달라짐 여자친구도 생기고 물론 지금 솔로ㅎㅎ;; 암튼 펨붕이형들 펨코하는시간 줄이고 자기관리하자 진짜 생긴다 좆경버리고 눈썹다듬고 머리 투블럭에 다운펌만해도 진짜로 달라진다 하고 짝녀고백하면...,Positive,0.890618622303009,0.10938141494989395
361,교미하려고 구애함 ㅋㅋㅋ 이런 자연본능이 인간에게도 고스란히 내재되어있고 과거 미개사회에서는 남자들이 완력과 경제력으로 여자를 가두고 쟁취했지만 동등한 지성을 가진 지성인들의 사회에서는 다시금...,Positive,0.9974951148033142,0.002504875650629401
363,나처럼 잘생겼으면 관리안해도됨ㅇㅇ - dc official App,Positive,0.9818453192710876,0.018154628574848175
366,누군가에게 선택된 남자...,Positive,0.9920821785926819,0.007917800918221474
377,궁금해서 해보고 왔는데 손톱이 반짝반짝해서 볼때마다 기분이 좋음 남자도 해봐 - dc official App,Positive,0.9939213991165161,0.00607861066237092
416,"결혼상대로 가장 바람직한 남자가 어떤남자냐면 설비 건설 궂은일 하면서 일당 좀 두둑히 받는사람들이거나 아예 얇고 길게 사는 공무원 이쪽이거나 어떻게든, 경기 타격 안받는 최하 원재료쪽이나 아니면 최상위...",Positive,0.9517037272453308,0.0482962466776371
468,"참고로 매일 하루도 안거르고 하는거임. 근력운동 60~90분 샴푸후 헤어에센스,말리고 빗질 토너,앰플,수분크림,아이크림 월수금은 마스크팩 양치,혀클리너,치실,가글,입술바셀린 비타민c,프로바이오틱스...",Positive,0.9693306088447571,0.030669404193758965
474,프로게이머 초창기 존못 찌질이였는데 관리 받으니 연예인삘나고 이후 은퇴하고 관리 안해서 아저씨 다 됐었는데 지니어스 대박치고 진짜 연예인되서 관리받으니까 나이먹었는데도 잘생김,Positive,0.9945470690727234,0.005452901124954224
490,좋겠고 자기관리 철저하게 잘하면서 연기력도 깊어지는 그렇게 나이 먹는 남자배우한테 결국 마음이 가더라 자기관리 못한 남자배우는 결국 나는 빠빠이임 과거만 기억하겠지 ㅠㅠ 아니면 다 별로여도 이병헌처럼...,Positive,0.9982507824897766,0.0017491970211267471
501,20대라도 뚱뚱하고 자기 관리 못하면 아저씨소리 듣기쉽고 30대라도 운동 많이해서 몸좋고 관리등도 잘하면 오빠소리 듣고ㅎㅎ 우리모두 운동하고 관리하자~~~,Positive,0.9183821082115173,0.08161792159080505
523,여혐없고 자기관리 잘하고 이런남자ㅇㅇ 피부관리하고 기초화장품은 바르고 이정도 관리는 해야함,Positive,0.9931768774986267,0.006823139265179634
532,술담배 안하고 운동 열심히 하고 피부관리 잘하고 잘 씻고 옷 깔끔하게 잘 차려입고 좋은향기 나고 멘털...여자관계 깔끔하고.. 내 이상형은 깔끔한 남자인거 같음....... 물론 나도 저런 사람이 되도록 노력해야지!,Positive,0.9980930685997009,0.0019069331465288997
533,이거팩트인데 니네 반박없노 ㅋ,Positive,0.995944619178772,0.004055385943502188
544,남자답다 생각함 맥가이버 느낌 교행남들은 하인느낌에 비실비실 이미지 직장도 없어보이는 반면에 시설관리직은 전문성이 있기때매 여교행들도 선택할때 더 선호함,Positive,0.9836761355400085,0.016323817893862724
557,솔찌 여자들도 피부관리 머리관리 메이크업에다 옷도 신경써가지고 못나보이는경우가 적은거징 남자도 피부관리하고 머리스타일링 잘하고 옷도 잘입으면 괜찮아 보이는데 안하는 경우가 대다수니..,Positive,0.9033322930335999,0.09666773676872253
560,안보이고 인스타같은데 바프 스튜디오 계정가도 80퍼 이상이 여자고 오늘 결정적으로 느낀게 요새 대세라는 핏블리 모델 모집하는데 남자 3 여자 21명임 대충 관리 최고 열심히하는 상위클래스 남녀 비율이 1:7인듯,Positive,0.9849339127540588,0.015066077001392841
563,대학교 남자교수님 혼자사시는 분 있었는데 쉰 넘은 연세에도 멀끔하셨음 키도 크시고 체형도 호리호리 와인모으는 게 취미셨음 존멋,Positive,0.9954707026481628,0.004529275000095367
566,관리전 회춘함,Positive,0.9430139660835266,0.0569860115647316
570,보면 남자가 뭔 관리냐 이런 존나 씹틀딱같은 소리하면서 스킨 로션조차 안바르면서 지 피부썩창인걸 유전자탓 하는 애들 잇더라 나이먹어서 후회하지말고 최소 스킨로션같은건 발르면서 일찌감치 관리하는게...,Positive,0.9202116131782532,0.07978837192058563
577,진짜 관리 안하는 남자를 못봣구나 그게 나야,Positive,0.9365094900131226,0.06349052488803864
580,나 잘생겼는데 잘 관리함. 남자도 피부관리 한다고 팩하고 이러는데 보지가 얼마나 개빻았을 정도면 탈코르셋 이지랄 ㅋㅋㅋ,Positive,0.9959954619407654,0.004004551563411951
601,지칭할때 난 아줌마다~ 하지 않음. 근데 30된 남자들중에 스스로 아저씨라 자칭하며 그 포지션이 되고싶어...그것이 마치 성숙한 인간인척 하는데 자기관리는 ㅈ도 안함. 딱 1년 사이인데 그렇게 흘러내리는 30대...,Positive,0.8709672093391418,0.12903276085853577
604,피부 헤어 옷 눈썹 향수 패션 운동 또 뭐 있지,Positive,0.8744972944259644,0.12550272047519684
605,피부 헤어 옷 눈썹 향수 패션 운동 또 뭐 있지,Positive,0.8744972944259644,0.12550272047519684
606,피부 헤어 옷 눈썹 향수 패션 운동 또 뭐 있지,Positive,0.8744972944259644,0.12550272047519684
613,안녕하세요 30대 넘어가니 자기관리의 필요성을 절실히 느끼고 늦게나마 피부관리좀 해보려는데 지식인형들은 광고만 겁나게 하고 유튜버 형들은 화장법에 세안법만 나오고 그래도 그거 보고 따라하려고 하는데...,Positive,0.8716734647750854,0.12832652032375336
616,아는 형이 40대인데.. 남자가 봐도 존나 멋있음.. 운동 꾸준히 하고 관리하니 몸도 좋고 옷빨도 잘받음 항상 깔끔하게 다녀서 멋있음ㅋㅋ 미중년임,Positive,0.9974357485771179,0.002564200898632407
619,키 180이상인 남자 자기관리 철저한 남자 월 1000만원 수익에 서울에 집있고 포르쉐 있는 남자 재미있고 위트있는 남자 자신을 위해 희생할 수 있는 남자 자신만을 바라보는 남자 자신만을 위해 사랑을 끊임없이...,Positive,0.997290849685669,0.0027091973461210728
624,왁스로 떡지지않게 스타일링 가능하고 눈썹 관리만 할줄알아도 상위 10%임 ㄹㅇ..,Positive,0.9893232583999634,0.010676771402359009
632,얼마전 군대 전역하며 군대에서 거의 지성피부로 바뀌어서 전역을 했는데요 즉 군대 가더니 여드름도 나고 (특히 화이트헤드) 안나던 곳에도 나기 시작하더라고요 그래서 이번에 각질제거제도 사고 토너도 사볼까...,Positive,0.8801047205924988,0.1198953241109848
636,나츄가 그거 좋아하니깐 잘 씻고 운동하고 공부하고 스펙 쌓고 멋진 남자돼서 고백해야지,Positive,0.9964624643325806,0.003537530777975917
641,운동 피부관리 패션 머리 눈썹 등등 다 해봐야된다 그리고 나서 하는 좌절이 진짜 좌절이다 모든 노력이 물거품이 되었고 더이상 희망도 보이지 않을때 그제서야 인생은 아무 의미도 없다는 걸 받아들일수 있다,Positive,0.986340343952179,0.01365968119353056
647,1번남자 30인데 23까진볼수잇고 2번남자 26인데 30대로보임,Positive,0.9121702909469604,0.08782971650362015
651,사람되는법 알려주셈 외적인거 - dc official App,Positive,0.8644068837165833,0.13559311628341675
681,상렬이는 아저씨같은데 케이는 존잘이네,Positive,0.9795721769332886,0.020427849143743515
686,남자로서 진지하게 조언한다. 남자도 어장하지 근데 그게 뭐? 니가 진짜 친구로 생각하면 그 새끼가 어장하든말든 무슨상관이냐 ? 금마가 어장이든 아니든 니한테 신경쓰고 잘해줄거 아니냐 ? 어장이면 그냥 친구...,Positive,0.9660744667053223,0.03392554819583893
687,권정열20대 시절 vs 한달뒤면 40살 되는 지금,Positive,0.9316943883895874,0.068305604159832
689,남자들도 큐티클 관리 같은 거 하면 ㄹㅇ 깔끔하고 좋아보임 하고 다녀라 나 네일 배웟억음 - dc official App,Positive,0.9379990100860596,0.06200101599097252
692,펌이든 컷이든 상관없는데 관리 쉽거나 손질 거의 필요없는거 그동안 투블럭 댄디컷 자주 했는데 다른거 뭐있나 궁금..,Positive,0.9945619702339172,0.005438061896711588
732,이런것들 해야함? 요즘 철권만 하다가 갑자기 느끼는건데 현생을 너무 멀리하고 사는거같음 일단 외모관리하고 노래도 좀 듣고 축구도 좀 보면서 공부도 좀 하고.. 아무튼 그러면서 살아보려고 - dc official App,Positive,0.871502697467804,0.12849724292755127
742,난 첫연애 처음 사귄 남자한테 환상있었음 걔가 워낙 자기관리 철저하게 하는 스탈에 진짜 남자여우였거든 물건도 괜찮은편인데 에너자이저이기까지했음 거기다 까놓고 잘생긴 얼굴이었는데 어느날 걔가 술처먹고...,Positive,0.9869459271430969,0.013054117560386658
764,스킨 세럼 로션 미백크림 이렇게 4개 바름 1주일에 3번 마스크팩이랑 코팩 27살까지는 스킨로션 한번도 안발랐었는데 피부 더이상 썩기 전에 관리하려고 함...,Positive,0.9186714887619019,0.08132849633693695
771,"1. 더러우니 미는게 좋다. 2. 풍성한게 남성미도 있고 좋다. 3. 없는건 좀 그렇고, 수북한건 싫으니 적당히 숱만 치는게 좋다. 어떻게 생각함?",Positive,0.9040862321853638,0.09591379016637802
773,마스크 쓰고 다녀서 전에 비해 피부톤도 탁해지고 모공도 조금 보이는데 지금 쓰고 있는 불독 수분크림+리즈너뷰티 나이아신아마이드 10% 여기서 조금 더 추가하고 싶은데 추천 부탁드려요!,Positive,0.9941917061805725,0.005808323621749878
774,근데 나는솔직히 인생의 1순위가 나지만 관리는 안헤도 행복헤충분히 먹을거먹을떼너무형복하거든 근데 남자는 아니잖아 ㅠㅠ,Positive,0.985495924949646,0.01450408436357975
781,남자도 사람이야 사람! From DC Wave,Positive,0.9495968818664551,0.050403088331222534
800,가끔 허술?미도 있지만 그런 찬병이라 진짜 넘 좋다 피부관리하는거 진짜 조온나게 커여운거아니냐ㅋㅋㅋㅋㅋ 선크림 듬뿍바르고 양산 쓰고 다닌다는거 상상하니 ㄹㅇ 넘 커여워,Positive,0.9982600212097168,0.0017399763455614448
811,샴푸 바디워시 폼클 청결제 똑바로 해서 씻고 피부관리 하고 면도 하고 선크림좀 바르고 머리스타일 신경쓰고 옷 깔끔하게입고 이런거도 못하는새끼들 널려서 이겨먹기쉽단ㅋㅋ,Positive,0.9920652508735657,0.00793472770601511
840,비비도보편화됫고 이제 퍼프? 들고댕기면서 수시로찍어바르는 시대올듯 그때도 남자도관리해야죠~ ㅇㅈㄹ,Positive,0.8500126600265503,0.1499873846769333
843,13년동안 써온 회사 제품임 일본산ㅇㅇ 여행갈때 꼭 면세점에서 사는 필구템 트러블 피지 개선 주름 개선 은 물론이고 피부톤을 존나 밝게하고 노화 지연 개지림 물론 이거 따갑다고 안맞는 사람도 잇긴하다 시루...,Positive,0.9953746795654297,0.004625341854989529
851,자기관리라는게 눈썹다듬고 비비 바르고 이런게 아니고 운동 꾸준히 열심히 일주일에 5일 이상 하고 미래에 자기 커리어에 대한 시간과 물적 투자를 꾸준히 하면서 항상 바쁘게 살고 매사에 긍정적이고 자신감...,Positive,0.9979001879692078,0.002099827164784074
856,"ㅠㅠ 농구만 보러다니지 말고..운동도 좀 하고 피부과 시술,,마사지도 받고 깔끔하게 관리를 ........ㅠㅠ",Positive,0.9789984226226807,0.021001551300287247
895,눈썹!! 로션 바르기전 토닦!! 이 2개만 해도 완전 달라져!! 헬스도 하자 친구들!!,Positive,0.9653868675231934,0.03461310267448425
902,그래 진심 난 왁싱했는데 ㅋ 고추털있는거 좋다 그래 ㅋ 근데 시발 털이 무슨 펌을 하다 말았는지 득실득실 관리안되서 퍼져서 배게에 지 고추털때기 떨어져있는거 보고 걔 배게쪽으로 집어 쳐넣음 ㅡㅡ 진심...,Positive,0.9053230285644531,0.09467696398496628
903,재력까지 있고 만날 수 있는 스펙트럼이 넓어서 여자들 많이 꼬이더라 애초에 자기관리 안하는 남자들이 많아서 희소성 있음,Positive,0.9878070950508118,0.012192878872156143
914,개지림,Positive,0.9901301860809326,0.009869803674519062
922,못믿겠지만 같은사람임 ^^ - dc official App,Positive,0.8518667817115784,0.14813324809074402
923,얘네가 87년생 36살들임..ㄷㄷ,Positive,0.8942359685897827,0.10576405376195908
931,됨 남자랑 여자랑 매커니즘이달라서그럼 여잔 풋풋하고 싱싱하고 순수 깨끗한게 매력이고 남잔 남자답고잘생긴게매력이기때문에 30살에 관리잘된얼굴이면 20대초중훈남이랑 어깨를나란히 할수있는듯 여잔 안돼 ㅋㅋ,Positive,0.9784447550773621,0.02155529335141182
936,집이 복도식이고 오래되어서 여름엔 바퀴가 좀 있어. 그래서 세스코 관리 받는데 생각과 달리 바퀴가 더 잘 유입되는 곳이 있어서 공유해볼께. 1. 현관문틈 및 택배박스 - 복도식 아파트면 현관문틈이랑 복도에...,Positive,0.8757950067520142,0.12420500814914703
944,여자보다 피부에 피지분비 많고 남성 호르몬 때문에 십창 날 확률 높아서 여자보다 더 관리해야하는데 특히 남자가 뭘 관리 해 ㅇㅈㄹ로 눈치 주는 부모들 ㅈㄴ 많은데 나도 받았어 ㅠ 한이다 내 인생에 왜 ㅈ...,Positive,0.8904376029968262,0.10956242680549622
956,젊을땐 인상 얄상하고 훈남인데 관리 안하는지 저리된거 봐 ㅠ,Positive,0.9093614220619202,0.09063857793807983
957,눈썹관리만 해도 절반은 먹고 들어가는거임 특히 코높으면 그냥 머리 짧게 하고 이마 까고 다니면 ㄱㅊ음 오히려 바가지 머리 앞머리한 공장처럼 찍어나오는 한남들 사이에서 달라보일수있음,Positive,0.9437335133552551,0.05626649782061577
959,"유튭,네이버같은곳 광고의심 때문에 어떻게 시작해야 하는지 몰라서....글 올립니다!! 건성피부 이고 폼클렌징,스크럼(?),토너,로션 이 4개만 우선 해보려는데 제품 추천 해주시면 감사하겠습니다:)",Positive,0.9897654056549072,0.010234575718641281
966,지금까지 하루 2회정도 알로에 수딩젤로 꾸준히 보습해줬음 왁싱담당해준 왁서분께서 3일차부터 스크럽 관리하라고해서 오늘 스크럽하고 다시 수딩젤로 보습해줬다. 근데 궁금한게 있는데 항문도 스크럽 다해줘야...,Positive,0.9549360871315002,0.04506390914320946
967,나이 먹어도 간지폭풍으로 섹스어필 할 수 있음.. 내 주위에 여자들도 어린 남자보다는 관리 잘한 40대 미중년을 더 좋아하는 여자들도 많고 하지만 여자는 예외없이 30 넘어가면 아줌마임,Positive,0.9951234459877014,0.004876534920185804
