,comment,sentiment,positive,negative
31,1.한국남자(중국포함) -로션발름 -화장품 발름 -다이어트 콜라먹음 - 콜라겐 라면 먹음 - 꾀꼬리같은 목소리로 노래함 - 애교부리기 연습함 2.일본남자(일본 얀키고등학생 포함) -썬텐 엄청 심하게 함 흑색 될때...,Negative,0.009682978503406048,0.9903170466423035
32,진짜 와인인줄 아나 ㅋㅋ 그나마 삼촌소리 하며 주제 파악은 하시니 다행인데 연하남 찾는 여자 많다 남자들 관리 좀 해라 박민영 그 남자도 봐봐 4살차이라는데 14살은 차이나 보임 ㅅㅂ,Negative,0.08360282331705093,0.9163971543312073
33,남자가 이거좀 했으면 좋겠는거 있음??? 눈썹정리. 피부관리 털관리 순톱발톱 라섹라식눈매교정 코 간단한시술 피어싱 뭐 등등 뭐있지 생각이 안나네,Negative,0.0909195989370346,0.9090803861618042
35,없어지다가 ㅍㅌㅊ 분포 많이지고 ㅆㅅㅌㅊ로 갈 수록 분포 적어지는게 대부분 관리하고 화장하고 다이어트하고 그러는건데 남자들은 그런게 없으니까 ㅇㅇ ㅎㅌㅊ도 운동하고 관리하고 화장하면 ㅍㅅㅌㅊ까지는...,Negative,0.07139284163713455,0.928607165813446
36,외모 관리는 좆도 안하고 배는 쳐 나오면서 불리하다 퐁퐁싫다 이러고 있노 ㅋㅋ 남자가 좀만 관리하면 여자가 다 해주고 그러더만 ㅋㅋㅋㅋ,Negative,0.002383730374276638,0.9976162910461426
37,1. 수염 레이저 제모 2. 족같은 점들 다 제거 3. 피부 관리 - dc official App,Negative,0.08343454450368881,0.916565477848053
38,"보니까 대다수 ㅂㅅ같은 애들 빼고 일부 20,30대 남자들도 방송 보는거 같은데 잘 모르는거 같아서 말해줌...본판은 크게 차이 안남 근데 자기 체형이나 노화 관리하고 꾸밀줄 아는지의 여부에서 20대부터 나이...",Negative,0.09463691711425781,0.9053630828857422
39,구멍은 세개라서 최대로 관리할수있는 쥬지 수는 3개인데 그걸로도 만족못해서 더 많은 남자를 만나고있기때문 - dc official App,Negative,0.01080856192857027,0.9891914129257202
42,클렌징폼 후 아무것도 바르지 않는 20대 중반 남자야 1년전부터 울긋불긋하게 트러블나기 시작해서 궁금...글이 좀 길다 느껴질까봐 한 줄 요약 하자면 화장품이나 관리법 등 어떤 자료들을 참고하는지 알려줘...,Negative,0.09520334750413895,0.9047966599464417
43,여자들은 모량이 적고 관리할 털이 많지 않은데 남자는 시발 존나 많다... 배렛나루 다리털 팔털 거기털 게다가 모발 굵기도 엄청 굵어서 자라는 속도도 엄청빠름 진짜 개귀찮음,Negative,0.013003683649003506,0.9869963526725769
45,돈 열심히 벌고 그렇게 돈 번걸로 혐오감만 안 느껴지게 외모 관리하면 연애랑 결혼은 안 어려워 공부 열심히해서 여자 웃게 해주는 남자가 제일 인기 많아,Negative,0.0018129689851775765,0.9981870055198669
47,여자는 명품 사느라 다 탕진할 가능성 있고 남자는 투자 하느라 망할 가능성 있음 걍 각자 관리하는게 답임 - dc official App,Negative,0.010679236613214016,0.9893207550048828
48,쪽에 메달린다구 여기서 한남들의 횡포가 나오는 거야 굳이 결혼까지 해서 따로 관리한다는 것도 웃기고 통계적으로 봐도 불행한 결혼생활의 대부분은 남자쪽에서 경제권을 관리할 때 생기는 거야 명심 하도록 해,Negative,0.003292783396318555,0.9967072606086731
49,통장이 텅장인것처럼 한남들 경제적 상황도 한녀들과 똑같이 되는거임. 남자들이 본격적으로 외모관리 하면 여자들도 그때부턴 남자들과 집 반반해서 결혼해야지. 왜냐고? 여자들이 외모관리에 투자하는 돈과...,Negative,0.04197359085083008,0.9580264091491699
51,"맞는 다양한 옷스타일링, 헤어스타일관리, 성형 이게 그냥 평범한 젊은 여자들이 하는 외모관리 활동임 그런데 젊은 남자중에서 저중에 한두개라도 하면 남자 중 상위10%임 다이어트는 커녕 씹돼지만 아니어도...",Negative,0.07196998596191406,0.9280300140380859
52,너가 얼마나 꾸미고 얼마나 운동해서 자기자신을 가꾼다고 한들 옆에 더 매력적인 수컷이 다가오면 그 남자에게 끌리게 되있음. 자기만족을 위해 자기관리 하는건 좋은 일이긴 한데 한녀한테 잘보이려고 노력하진...,Negative,0.0017546179005876184,0.998245358467102
53,근돼시절: 여친 있음 개씹멸치말라꺵이시절: 여친없음 다시 몸 좋아지면서 결혼까지 성공 남자는 관리다,Negative,0.06175621598958969,0.9382438063621521
55,나보고 관리좀 하고 꾸미면 여친 생길거라는데 그 관리가 뭐냐고 ㅋㅋ 눈썹 다듬기랑 면도 정도는 하는중 옷은 돈 생기면 사고 뭘 해야하는거냐 - dc official App,Negative,0.013996032066643238,0.9860039949417114
57,"말 있잖냐? 화려한 솔로 하려면 누구보다도 더 잘나야지 경제적으로는 당연한거고, 외적으로도 꾸준히 관리 해야한다 연예인들중에 솔로들 보면 나이 들고도 동안인경우 많다 결혼 안하고, 애 안낳고해서 그런거...",Negative,0.019382156431674957,0.9806178212165833
58,여자들은 2후3초가 뭐냐 유부녀에 애낳아도 몸매 피부 관리 다하는데 남자들은 술살 유흥살 ㅈㄴ찌거나 아님 걍 멸치 결혼하면 걍 사람이길 포기하더라 일부 알파남 제외하곤; 남초 회사 5년 다님 반박 안받음...,Negative,0.015921037644147873,0.9840789437294006
59,만약에 저 남자들이 시술좀하고 운동하고 자기관리하는 동안이었으면... 20대후반에서 30대초반은 만날 수 있었다...,Negative,0.043707385659217834,0.9562926292419434
60,두고 시간지나면 내가 널 좋아할지 어떻게 알아? 나... 너 조금씩 좋아지는데? 근데 아직 사랑은 아니야 이딴 개씨발소리하면서 어장관리하다가 남자가 포기하고 손절때리면 여자들 눈깔뒤집어져서 개지랄떠냐?ㅇㅇ,Negative,0.0421367771923542,0.9578632712364197
62,손작은 남자들 너무 부럽다.. 관리만하면 손좀 차게 식히고 딸치면 완전 여자 특유의 수족냉증 대딸이잖아..,Negative,0.12440160661935806,0.8755983710289001
64,이번에 친척 여자들과 맥주 한잔하면서 이야기했는데 다들 남자가 비비/틴트/헤어&코디 신경쓰면서 티내는건 안좋아하더라. 나이가 다들 20대후반+라 그런지 모르겠다만 아무튼 외모에 그런건 좀 남자답게 무심히...,Negative,0.0026751335244625807,0.9973248839378357
65,"올인원 크림으로 마무리 크림이나 앰플로 화이트닝, 모공 타이트닝, 리프팅, 눈가 주름?... 저걸 화장품으로 어찌 관리하누... 걍 피부과가서 샤넬주사 연아주사 이런거 맞고 3개월마다 슈링크 400샷 때려주면 됨",Negative,0.03126055747270584,0.9687394499778748
66,성형할때도 남자 의사한테 받잖아 여자들이 이용하는 지하철 버스 자동차 도로 아파트 회사건물등등 다 남자가 만들고 관리하는 것들이네 ㅠㅜ 그러면서 하는말이 걸스캔두애니띵?.... 잠깐 웃고 가보자,Negative,0.08004876226186752,0.9199512600898743
67,케어 전용 에센스와 트러블케어 보습 크림이란 것도 추천 받아서 바르고 있지만 전과 비교했을 때 나아진 것이 없는 것 같아 고민입니다. 남자 피부관리 루틴 같은게 있다면 추천 부탁드려요 - dc official App,Negative,0.03914465010166168,0.9608553647994995
68,너무 열심히인 애들은 성격 피곤하거나 예민한 경우 좀 봐서 적당히 관리할 줄 알면서 먹는 것도 좋아하는 푸근 다정한 스탈이 제일 좋음,Negative,0.05060185119509697,0.9493981003761292
69,말안들으면 거칠게 다루게 해야지 여자교도소 함 꼬라지 봐라 진짜 이건 뭐 교도소인지 동네반상회인지 남자 경찰이나 교도관들이 여자 범죄자들 관리해야해 말 안들으면 거칠게 끌고 사납게 다루어야 그런년들은,Negative,0.0880514606833458,0.911948561668396
71,평범남한테 질싸받아서 애 낳고 싶겟냐?? 기왕 하는 임신이면 알파남 새끼 까고 싶겟지 그래서 여자보다 남자가 압도적으로 더 지옥스럽게 외모관리해야함 개조선은 이걸 몰랐기 때문에 퐁퐁남이 대거 양산된거고,Negative,0.011031895875930786,0.9889681339263916
72,여자나 남자나 너무 꾸밈있는 모습이라 그런거고 적당한 관심 있는 건 귀엽던데? 돼지같은 몸 박살난 어깨 x같은 얼굴 들이밀며 있는 그대로의 나를 사랑해달라는 찐따남들이나 외모관리하는 남자 질투하고 비꼬지,Negative,0.08654159307479858,0.9134584069252014
73,x 섬유유연제 페브리즈 핸드크림) 7.입술(발색립밤) 8.스타일링(머리 옷은 돈 처발라가면서 시행착오 겪어야 함) 인간남자로 태어났으면 무조건 해야하는 관리인데 이런건 안 하고 이빨 누래가지고 성형만 함 ㅇㅇ,Negative,0.0021185416262596846,0.9978814721107483
75,"남자한테 관리 받는건 좋은거고, 구속 받는건 안좋은거 관리 받는거: 여자가 무슨 밤에 조커 영화 보러 다니고 그래 어떤 세상인데, 대신 너도 스트레스 풀어야 하니 오빠가 100만원 지금 입금할테니 주말에 친구...",Negative,0.09855382144451141,0.9014461636543274
76,막상 사귀면 관리 안함. 저새끼 지금 만나는 사람은 없어도 만나고싶은 사람은 있는듯ㅋㅋㅋㅋㅋ - dc official App,Negative,0.015676770359277725,0.984323263168335
77,한데 트위터는 솔직히 저런 견적의 언냐들이 대부분임 저런 애들이 숏컷치면 남자들 압살하니마니 남자들은 비비도 안바르고 관리도 안한다는식으로 몰아가는거보면 븅신같음 그리고 저런 기본적인 관리도 안하는...,Negative,0.028516607359051704,0.9714834094047546
78,머리 마스크 걸리는게 귀찮다던데 남자들은 머리 안 길어서 관리 할만함? - dc official App,Negative,0.09481675922870636,0.9051832556724548
79,수염 레이저 제모 점 빼기 다리 제모 라식라섹 머리 없는 애들은 모발이식 제발 이정도 관리만 해줘… 여자들에 비해 남자 퀄이 너무 떨어져,Negative,0.004458602052181959,0.9955414533615112
80,여자만그런게아니라 배티어나오고 팔다리는 얇고 어꺠는 좁고 안경쓰고 육수뿜는 남자들도 혐오스러움 특히 직장인 됬다고 관리 존나안하고 무슨 판검사도 아니면서 난리떠는애들있다 그러니까 소개팅도안...,Negative,0.001983138732612133,0.998016893863678
81,빼고 피부도 로션스킨만 찍어바르지말고 피지관리 각질관리도좀 하고 옷도 요즘같은땐 동대문가면 코디다해...돈이없다 시간이없다 남자는 이런거안해도된다 ~ 남자도 여자능력보고 여자도 남자 생긴거보는 시댄...,Negative,0.00137475342489779,0.9986252784729004
82,뱃살x 체지방 10~15 (멸치돼지x 근육남) *어좁대두는 안됨 헬스나 운동 최소 3년차 결론 : 자기관리하는 남자 = 운동 존나한 어깨넓은 근육남,Negative,0.0032957729417830706,0.9967042803764343
83,"남성호르몬때문에 여드름 분비 심한거 신경써야지 키작으면 깔창때려박거나 근력운동 ㅈㄴ해서 커버쳐야지 데이트비용, 자동차 다 준비해야함 남자는 자기관리하기 난이도가 압도적으로 어렵다 - dc official App",Negative,0.05265095829963684,0.9473490715026855
84,몸관리야 당연하고 얼굴은 파우더 쉐딩 컨실러 이딴 화장에 손대는 순간 걍 스스로 남성성 거세한 게이새끼임,Negative,0.001401133369654417,0.9985988736152649
85,왜이리 입냄새 나는사람이 많지.. 내가 만나본 여자들은 다 청결하고 관리 잘해서 계속 붙어있고 싶은데 남자들은 입에서 꼬락지 냄새.존나심해 서 가까이 가기도싫음 - dc official App,Negative,0.003453523851931095,0.9965464472770691
87,운전면허 확인해봐라. 2종자동이면 바로 걸러라. 남자가 2종자동 면허을 땄다는건 패기가 없고 떳떳하지 못하며 자신감은 커녕 자존감도 없어서 항상 찌질한 놈들이다. 그런데도 내곁에 두고 싶은가? 당장 걸러라...,Negative,0.001834728056564927,0.9981653094291687
89,저런말하는새끼들이 지능이 존나 낮은거야 못생긴사람이 자기관리해봤자 아무도 안알아주고 아무도 물어보지도 궁금해하지도않으니까 자기관리 포기하는거지 돈만들고 노력만 드는데 현실은 엄마랑 집에만...,Negative,0.0168618094176054,0.9831382036209106
90,게 나 맘에 안 들면 그냥 놓아주면 되는데 왜 굳이 관리하는 거야? 난 항상 한 명한테만 집중하거든 소개팅...성경험은 없거든 신중해서 근데 어장관리 당하는 경우가 종종있어 상대는 잘난 남자이긴한데 불쾌해 ㅜ,Negative,0.0013887840323150158,0.9986112713813782
93,눈썹관리 한번도 해본적없는데 상가에서 눈섭관리가계? 광고보고 궁금해짐. 많이 지저분한편이냐?문신같은거는 필요해보임?,Negative,0.00411135284230113,0.9958886504173279
94,남자 대부분 자기관리 안하는데 남자가 눈썹정리하고 파데 컨실러 발색립밤 바르고 다니면 쟨 누가봐도 여친 있겠네라고 생각해서 접근하기 힘들어하는거 아니냐? - dc official App,Negative,0.05854731798171997,0.94145268201828
95,피부과 백만원 짜리 끊고 관리다니고 머리도 샵가서 칠팔만원 주고 하고 헬스도 다니고 화장품도 사고 절대 남자가 관리 안하고 대충 다니는건 아닌데 ㅇ? - dc official App,Negative,0.06062949076294899,0.9393704533576965
98,인기도나 서열 높아짐 -좆같이 하고다니면 요즘 남자들이 더 거른다 여자는 아예 관심안주겠지만 남자들도 같이안놈 2. 이건 좀 ㅂㅅ같은 이유인데 주변이 다 관리함 -나만 안하면 이유없이 밀림 3. ㅂㅅ같이...,Negative,0.0034083910286426544,0.9965915679931641
99,다 선천적인거임 그리고 남자는 화장같은거로 커버하는게 아니라 말그대로 쌩얼이 잘생겨져야되는데 피부관리도 더빡셈. 남자답게 잘생기려면 여자랑 다르게 각지게 입체도가 있어야되는데 성형으로 만들기가 힘들다,Negative,0.017149757593870163,0.982850193977356
100,좀 어떻게 해봐~ 남자는 그냥 스포츠머리 하는 거야~ 우리가 무슨 연예인이야? ㅋㅋㅋ 임마.. 손톱 좀 깎아...무슨 운동이야 ㅋㅋ 나 정도면 준수하지 ㅋㅋㅋ 이런 새끼들 특 지는 연예인 외모에 관리 존나 잘한...,Negative,0.0013921695062890649,0.9986078143119812
101,돈 떄문에 스폰 ㅋㅋ 아니면 남자가 관리를하지만 난쟁이 일 떄 (키170초반이하),Negative,0.0016446788795292377,0.9983553290367126
102,피부관리해주고 눈썹관리해주고 마사지해주고 진짜 그러고 싶다 대신 남자 외모 준비물은 1. 동안일것 2.대머리 유전자 아닐것 (우리집 엄빠 전부다 3대 이상 대머리 아님. 친척중에도 대머리 1도... 없음) 3...,Negative,0.11513933539390564,0.8848606944084167
105,불수능만점자도 여자고 ㅋㅋㅋㅋㅋ 이게 남자도 외모관리 해야된다 라고 주장하는게 아니라 ㅋㅋㅋ 그냥 요즘 현실이 그럼 돈을 100%남자가 다 벌어오는게 아니라 요즘은 ㅋㅋㅋ,Negative,0.030550209805369377,0.9694498181343079
106,몸에 열이 많아서 머리에 뭐 바르는거 싫어함 이마는 m라인 쬐금 있어영 (ㅆㅃ) 투블럭 하고 다니는데 요번에 좀 다른거 해보고 싶어서영 관리랑 손 많이 안가는 조합 추천좀영 - dc official App,Negative,0.03022550605237484,0.9697744846343994
107,"관리 라는게 진짜 별거 없다 헤어스타일 ,피부관리는 당연 기본 관리고 운동을 해서 근육 키우고, 스타일도 깔끔하고 단정하게 입어주고, 눈썹 문신 일이년에 리터칭까지해서 20만원 안팍이면 가능하고 (나도...",Negative,0.018471524119377136,0.9815285205841064
108,남자들은 지들끼리 시시덕 대니까 잘 모름 여자가 남자 배나오고 관리못해서 슈렉돼가는거 암말 안하는건 다른남자 만나면 되니까 그런걸 모르더라,Negative,0.024637747555971146,0.975362241268158
109,"23살까지 모솔, 호구, 여자 앞에서 병신 전역 후 관리 꾸준히 계속 해오니까 삶의 질이 달라짐 어떤 자리를 나가던간에 여자들이 들이댄다 이제 진짜 연애인같은 개졸잘남 같은 애들은 궁금하다",Negative,0.021022392436861992,0.978977620601654
110,몸관리하는데 일주일에 한번 같이 치팅하는 남자 vs 운동 안하고 옆구리살 나오는데 맛집 잘 아는 남자,Negative,0.0263222549110651,0.9736777544021606
112,타입임. 남자많이 만나봐서 남자가 뭘원하는지 아는 6호고 10호는 딱 받아보기만했고 어장관리만 해본타입임 ㄹㅇ루다가,Negative,0.0034406683407723904,0.9965593218803406
113,곳이 없어서 여기 질문올려요 .. 세줄요약 1. 남자. 건성인지 지성인지 잘 모르겠음. 수분이 많이 필요한...느껴지다 나중에 번지르르 2. 그래서 고른게 피부 관리용으로 클렌징오일 + 비피다앰플? + 독도토너 3...,Negative,0.015511894598603249,0.9844881296157837
114,외모나 건강관리 잘 해서 동안에 돈까지 많으면 20-30대 여자랑 연애 가능하지 않겠냐 그러니까 남자들도 관리해ㅋㅋㅋㅋ,Negative,0.024565692991018295,0.9754343032836914
116,"헤어지고 거울보니 뭔 존못 ㅈ돼지 한마리 서있길래 자기관리 계획 세우려고하는데 스마일라식 300 여유증수술 100 피부과 100~200 피부관리(스킨로션선크림향수등등) 50 취미(운동, 음악, 헬스) 달 45 스마일...",Negative,0.09475994110107422,0.9052400588989258
117,꼬일거라 생각 3.현실은 의사 판검사 이런 직업군 제외하면 좆소 공장 백수 알바 이런 병신들이 90퍼인 남자 시장임 4.결론은 의사 판검사급 직업이 아니면 와꾸 관리를 해야함 그레야 골빈 보지년들이라도 먹고다님,Negative,0.022597286850214005,0.9774027466773987
118,"다니는 학생보다 부모님 등골 빼먹으며 클럽 노래방 여기저기 놀러다니며 여자들 먹버하는 잘생긴 남자가 자기관리,자기계발 더 잘하는거냐? 보이는걸로 판단하는 속물 저능아 민족이라지만 이건 너무 저능아같노...",Negative,0.0013666499871760607,0.9986333250999451
121,눈썹정리 (필요하면 눈썹문신) 피부관리 (하얗게 바르라는 게 아니라 깨끗하게 관리하라는 ㅇㅇ 수염자국 (없으면 ㅅㅌㅊ 신성록 수염자국 검색해보셈 색 약간 든 립밤 이거면 충분함,Negative,0.006008494645357132,0.993991494178772
122,피부만 조금 관리하고 눈썹 정리하고 눈썹 문신받고 한달에 한번 머리 손질하러 다니고 옷만 조금 잘 입으면 되잖아 ㅋㅋ 남자는 옷 입기도 쉽잖아,Negative,0.030596699565649033,0.9694033265113831
123,"남자 외모 향상시킬 수술/시술/관리 뭐가 있을까? 코,윤곽같이 리스크 큰거 제외하고.. 눈,눈썹문신,피부 이정도가 다인가?",Negative,0.0021287421695888042,0.9978712797164917
124,남자는 몸 청결하게 순결하게가 일순위이고 여자의 시각적 감각적 만족시키기위해서 몸치장 필수인데 요즘 남성연대하는 남자들이 안예쁘게보이고 더럽게 씻지도 않고 우르르 몰려서 시위나 하는꼴이 “여자한테...,Negative,0.010803723707795143,0.9891963005065918
125,그러니까 여자애가먼저카페가자그러더라고 그뒤로는 거기여자애들이랑 말많이했었다 솔직히말하면 절대잘생긴외모도아니고 그냥 키187인거랑 성격착한게다인 외모평범한남자임 남자도 그런거보면 자기관리해야하더라,Negative,0.004243175499141216,0.9957568645477295
126,"내 사수인 40대 초반 과장님 있는데 관리를 빡세게 하는 건 아니고 고딩때 여드름 심해서 트라우마 있다고...30대 초반으로 볼 정도 요즘에 신입 들어오는 남자들 중에 33살도 있는데, 그 사람과 있어도 이질감...",Negative,0.0033290234860032797,0.9966709613800049
127,국결국결 하는 것도 걍 정신승리야... 누가 한국 남자 좋아한다고 말해주면 한남콘이 돈 벌어오는거 기대...하냐? 게이팝이니 뭐니 남초에서 욕해대도 그런 관리들이 먹히는 부류들이 빨아주는게 외국인이...,Negative,0.0014500182587653399,0.9985499382019043
128,여자한테는 남자명의 신용카드 주고 남자는 돈버니까 관리하면 스트레스 덜 받고 여자는 신용카드 쓰면 남편폰으로 문자가니까 낭비벽 줄일수 있음ㅋㅋ,Negative,0.05703061819076538,0.9429693818092346
129,"must: 머리숱 관리, 체중관리, 선크림 do: 헤어스타일(본인에 맞는거 찾기), 옷입는 스타일, 선크림 바르기, 세수 잘하기, 보습제 잘 바르기, 피부 트러블 및 주름 관리, 향수, 눈썹 관리 dont: BB, CC(무조건 티...",Negative,0.07659683376550674,0.9234031438827515
130,22살 남자 군인인데 7일뒤 전역 요즘 얼굴에 하얗게 뭐 일어나고 세수하고나면 좀 아프고 그래서 ..(하루에 2번 하면 이렇고 1번하면 훨씬 남) 피부관리좀 해야겠다 싶음 팁좀 알려주삼 대충 군대에서 주워듣기론...,Negative,0.009207495488226414,0.9907925128936768
131,잠 12시전에 잠 미용은 주기적으로 눈썹정리 및 주위잔털 정리 ( 주 1회 ) 헤어 영양 관리 ( 2주 1회 ) 모공팩으로 모공관리 ( 주 1회 정도 ) 주 2회이상 치실 사용 이정도만 하고있음 ㅅㅌㅊ임? 요즘 남자들...,Negative,0.01298679318279028,0.9870132207870483
132,아무리 노력해도 펄펄한 20대들 못 쪼차가 여자는 케겔운동과 이쁜이수술이라도 있지 남자 고추 노화는 막을 방도가 없다,Negative,0.0016597539652138948,0.9983402490615845
133,ㅎㅌㅊ가 ㅍㅌㅊ되는건 어려운거 아님 물론 나같은 ㅆㅎㅌㅊ는 ㅎㅌㅊ정도로 올라가기때문에 크게 의미없지만 그래도 조금의 의미는 있음 어차피 성형할거아니잖아? 가진선에서 노력이라도해야함 남자도 관리가 필요,Negative,0.08076224476099014,0.9192377924919128
134,돼지들이 한 60%는됨 진짜 몸매 보면 같은 남자인 내가 봐도 개역겨움 내가 살면서 느낀건 남자든 여자든 외모관리를 해야된다는거임 내가 고딩때부터 치아교정 라섹 헬스 피부튜닝을 다하고 대학교를 다녔으면...,Negative,0.016273200511932373,0.9837267994880676
138,일단 벌크업 중단하고 운동하며 살 빼는 중이고 관리용품은 토너 스킨 로션 파운데이션 비비 씨씨 선크림 수면크림 수면팩 수분크림 아이크림 포마드 스프레이 포마드빗 트리트먼트 일회용 소프트렌즈 있고 옷은...,Negative,0.06775939464569092,0.9322406053543091
140,요즘은 많긴한데 진짜 화장하는 남자 극극극호임 ㅈㄴ 좋아 로션만 바르고 상남자다 머다 지랄하지 마셈 여자들 꾸미고 관리하는 남자 존나 좋아함,Negative,0.06608876585960388,0.9339112639427185
141,그날 입은 핫팬츠 입은거 남자가 관리하면 하... - dc official App,Negative,0.018997319042682648,0.9810026288032532
145,하꼬남자랑 합방 쳐하는 순간 걍 그년도 죽고 그놈도 죽고 나도 죽는거,Negative,0.016460416838526726,0.9835396409034729
146,관중석에 못생긴 애 나오면 한국 남자 이미지 안 좋아진다고 욕하네 나같은 사람들은 서러워서 살겠노 - dc official App,Negative,0.09909709542989731,0.9009028673171997
147,"이제꺼지 피부관리 하나도 안했는데 상태가 너무 심각해서 해야할꺼 같아서요...뭐부터 사서 관리할까요? 지금까지 했던거는 아침,저녁으로 스킨 한번 바른게 끝이예요 - dc official App",Negative,0.0031016450375318527,0.996898353099823
150,20살 되는 남자구요 자라는 내내 여드름은 거의 없었고 자고 일어나면 약간 기름진데 샤워하고 기름 다...지금같은 겨울철에 피부가 거칠어지고해서 관리해보려고 하는데 평생 연이 없던 분야라 너무 문외한...,Negative,0.008456934243440628,0.9915431141853333
151,관리는 남녀 모두에게 중요함 다만 남자가 가끔하는 그 관리를 여자는 맨날 하고있을뿐 어찌보면 존나 불쌍하지 여자도 ㅋㅋ 피곤해서 어째사냐 씨발,Negative,0.0038804206997156143,0.9961195588111877
155,피부 헤어라인 정리 눈썹 정리나 문신 헤어 이정도? - dc official App,Negative,0.020540649071335793,0.9794593453407288
156,20대년들 걍 존나 따먹고 다님 가진거 좆대가리 하나뿐인 20대 남자가 아무리 좆뱅이 쳐봤자 30대 남이 중형 세단 끌고 픽업 하러 가면 그냥 거기서 뻑감,Negative,0.0017362269572913647,0.9982637763023376
