,comment,sentiment,positive,negative
42,개인적으로 화장하고 본인 관리 어느정도 어설프게 하는 남자 진짜 귀여움,Positive,0.9332348108291626,0.0667651891708374
44,"2층으로 올라가자 마자 1층 보다 작지만 아늑해 보이는 거실과 양쪽으로 보이는 두개의 문. 슬라이드로 된 완쪽 문을 여니 2층 침대 두개와 드레스 룸, 화장대, 화장실이 딸려있는 넓은 방.

- 여기 화장대 있는거 보니 여자방 같은데요?
• 엄청 넓네요! 너무 좋다!! 그럼 반대쪽이 남자 방인가?",Positive,0.9970102310180664,0.0029897631611675024
46,두목 남편으로 키 198추정에 화장 진하게하고 예쁘고 똑똑하고 기분파에 폭군이긴한데 상냥하고 사파들 최초로 1통한 남자 어때요,Positive,0.9055805206298828,0.094419464468956
60,"오히려 화장기 없는 얼굴이라서 더좋은게뭐냐면요
이 남자가 서있는 곳이라면 어디든 바로 무대로 여겨지는고야 .. 짙은화장과화려한스타일링 등의 다른 부수적인 것들은 필요로 하지 않다고 느껴지게끔ㅜㅜ
오직 본인이 갖고잇는 락스타의 아우라만으로 공간을 제것으로 만들어버리는 남자 🥹🫶 https://t.co/BzuDZP5DrF",Positive,0.9981260299682617,0.0018739820225164294
63,"DAY6
최애사진 꽤오랫동안 화장솜창민이었는데 어제부로 오른쪽창민(?으로 바뀜..저 사진은 차마 수식어를 붙일수도없음..두사진 비교해보면 딱 소년에서 남자가 된,,분위기부터 달라! 20대후반의 김창민과 서른을 삼개월앞둔 김창민..남자는 서른부터라는데 서른의 김창민 얼마나 더멋질지 매우기대돼 https://t.co/odt3Ca3wr4",Positive,0.9954372644424438,0.004562744405120611
70,"@sikhey_ 아니 두 배로 좋은데???
통통한 건 남자 기준
약간 포근하고 등치 큰 게 좋아
키 말고
여자는 오히려 마른게 조아
자기관리 잘 하는 여자...
근데 먹기도 잘 먹어???
진짜 천생연분",Positive,0.9321779608726501,0.06782202422618866
71,아 흐발 개웃겨 애들이랑 시드 수염 이야기하면서 산크레드랑 에메트셀크 이야기하는데 산크레드는 민필리아 없을 때 수염 안 깎는다고 에메트셀크는 아젬 없어도 자기관리 레전드란 말 하니까 ㅠㅋㅋㅋㅋㅋㅋㅋ 너무웃겪음 역시내남편인거지다된남자에메트셀크,Positive,0.9952203035354614,0.0047796908766031265
72,카맛삐 여자향수 뿌릴것같아 되게 향긋하고 생기돋는... 향수 종류별로 싹싹 쟁일것같아서 웃겨 집가면 화장대만 따로 있을것같은 남자,Positive,0.9922574162483215,0.007742566987872124
74,"나 잘생긴 남자 좋아하는데 막 완벽하게 자기관리 개쩌는 사람은 그닥 안 끌리는 듯 남자는 적당히 꼬질하면서 잘생긴게…..

예그냥밴드남례술충좋아합니다",Positive,0.8999828696250916,0.10001716762781143
76,@Cos_Code 원래 화장하는 남자갸 좋은거임 안꾸미고 자기관리 안하는 사람보다 백배천배 더멋있음,Positive,0.9973969459533691,0.0026030726730823517
100,"자기개발에 집중해서 사는 것 같아요.

난 자기관리 하는 남자가 좋다 https://t.co/TUMzgCLRqZ",Positive,0.9067308306694031,0.09326911717653275
103,자기관리 잘하는 남자 호감 https://t.co/P2770E8QAo,Positive,0.9953302145004272,0.004669773392379284
107,"화장끼 하나 없는 민낯에
침대에 누워있는 상태로 산리옷 잠옷 입고
굿나잇이라 속삭이는 남자..
존나 좋다 https://t.co/n45ZwJgdPb",Positive,0.9968486428260803,0.0031513781286776066
109,@Kwakjoba_yoongy ㅠㅠㅠㅠㅠㅠㅠ하ㅏ 것도 맞구 그냥 윤기가 화장품을 들고만 있어도 뭔가 두근거리더라구요.......... 화장하는 남자 최고.....😇,Positive,0.9828547239303589,0.01714533567428589
110,자기관리 잘하고 잘생기고 젠틀한 남자는 항상 인기였는데 그런 청년이 중년으로 진화함 https://t.co/7HduDvhIKv,Positive,0.8590883016586304,0.14091171324253082
117,"@backittof 이 남자 반전이쟈나요..??

비록 커피숍, 사진첩, 화장이라고 말하는 
다소 옛스러운 속알맹이를 가졌지만
꾸러기모자? 아주 찰떡이라구😏",Positive,0.9603920578956604,0.03960791230201721
122,악마기사 중년이어도 수염 없어야댐.... 자기관리는 확실한 남자 그것이 악마기사,Positive,0.9917869567871094,0.008213069289922714
123,숨어서 범죄를 도모하기 위해 밖에 모인 남자들에 대항하는 에피소드와 일부러 강간당하지 않기 위해 볼이나 옷 속에 천 등을 넣고나 못생기게 화장해서 고비를 넘기는 장면들도 나오는데 실제 실화들을 모티브로 만든 장면들이라 엄청 충격이었음. 재난시 여자들에겐 같은 사람도 위험하다는 상황이 https://t.co/eCsWvJ4wE9,Positive,0.9237281680107117,0.07627185434103012
125,종현이가 진짜 대박적인 점은 잘생겼다는 것 같아 사실 종현이의 다른 부분 ex.보컬실력 예술적 능력 깊은 철학 소통 유머사려깊음 다정함 말솜씨 글솜씨 자기관리 등이 천재적이라 거기에 반해서 팬이되었다고 하는 사람들 많은데 이 남자는거기다 잘생기기까지...무려 그 스펙을 가지고 잘생겼다고요 https://t.co/fjTzY1V2Ab,Positive,0.9983012080192566,0.0016987818526104093
131,"화장을 지워도 깜찍한 남자 어때?
🔒화장해도깜찍한데 https://t.co/CPzhYridSm",Positive,0.9656280875205994,0.034371938556432724
133,근데 재민이는 자기관리도 개쩌는 애라 더 좋음ㅋㅋ 저런 보여지는 부분에서 초조함 느껴서 운동하는 게 아니라 필요성 느낄 때 관리를 위해 운동할 거 같애 투어 전 체력관리라던지 ㅋㅋ 존나 좋다...어케 이런 남자가 이 땅에 있노,Positive,0.994359016418457,0.005640989635139704
135,"옹아 나도 요상한 사람 만났어
긴머리에 화장하고 귀걸이 머리삔까지 한 남자
지금 내 앞자리에 앉아있어",Positive,0.9791777729988098,0.020822245627641678
139,장일소 화장썰 듣고 예지해버린 나의 미래.... 장일소 너란 남자..... 너무 궁금하다,Positive,0.901893675327301,0.09810633957386017
142,여자는 폭식거식 지방흡입 성형 화장  종아리근육주사 맞지만 남자는 근육이 멋진거고 평생 애라면서 즐겁게 삼 ~ 이게 자연스러운 현대사회임 ~,Positive,0.9759168028831482,0.024083221331238747
146,"상남자 루시우스 하포드
전에 알티돌던 트윗같다 진짜남자는 화장이나 치마따위에 개의치않는다 어쩌고",Positive,0.9907982349395752,0.009201751090586185
149,자기관리 잘하는 남자 신청려...진짜 최고다...연습도 열심히 하고 자기 역할 잘하는 남자 최고...,Positive,0.9973437190055847,0.002656316850334406
155,도영이 가방에서 나온거 죄다 자기관리템인거 너무 좋네 하 이 남자 어쩜 좋음,Positive,0.9975840449333191,0.002415968105196953
156,"화장
진한
남자
좋음",Positive,0.9981689453125,0.0018310541054233909
167,"마지막으로 정리하자면~
전 &gt; 여쿨뮤트 기반 팔레트 졸라 넓음
니가 내 이0애뎐디현이다!!
청초우아처연사연있는이미지 소화잘함
진한메컵 연한메컵 다 어울림
피부화장은 얇은 느낌이 굿
퍼컬 안 맞으면 텁텁하고 꽉막혀보이는데
이게 또 맛집🤤👍
이 맛만 찾는 여자들도 있음
이런 남자 또 없습니다 https://t.co/tcewuE04Vy",Positive,0.9904032349586487,0.009596808813512325
175,일부 몰상식한 남성분들을 한남이라고 부르는게 남혐인가요? 너무슬픕니다 저도 조신하고 자기관리 잘하는 남자는 좋아하거든요... 자기관리는 인간이해야하는 기본적인것 아닌가요? 제가 외모지상주의도 아니고 많은걸 바라는것도 아닌데 남혐이라니🥲 억울할따름입니다,Positive,0.9975030422210693,0.002496946370229125
177,"화장을 분칠이라고 하는 남자…
좋네요",Positive,0.9631884098052979,0.036811571568250656
178,"스포일러위크에 목요쿤 수상하다고 의심햇는데 굉장히 멋지고 좋은 녀석이엇잔아..목요쿤
쓰러지는 대신 더 매력적인 사람이 되기 위해 자기 관리를 한다..이 문장 되게 강한남자태현군파이팅 스럽다.. 컵라면 먹다가 울고 컵라면 먹다가 이불속에들가서우는거아니고  달려나가는것 ..이게 러너의삶? https://t.co/slpRpMMh7F",Positive,0.9983301758766174,0.0016698070103302598
181,@amazing_1230 ㅋㅋㅋㅋㅋㅋ 화장지워주는 남자 라는 완결웹툰 2환가 3화 트레 햇어요ㅋㅋㅋㅋㅋㅋㅋㅋ 그쪽은 무료분이니까 함 찾아보새요!,Positive,0.8845131993293762,0.11548681557178497
195,"남자의 화장은 짙을수록 좋다
근데 난 쌩얼도 좋아한다
  ㄴ그게뭔소린가요?
      ㄴ그냥느껴싸발라마 https://t.co/297psMhh6j",Positive,0.9146150350570679,0.08538497984409332
200,"샤오잔….
본인에게 오는 좋은 기회들은 다 잡아서 자기 능력 펼치는거 너무 멋지다 생각해
기회가 와도 그동안의 자기관리와 준비가 없으면 빛을 발하기 힘든데 이남자는 안보이는 곳에서까지 꾸준히 관리하고 노력한다는 점이 너무 존경스러움 https://t.co/UStTbriykE",Positive,0.9978007674217224,0.002199206268414855
204,"원티드 
기현- 그냥 완전 여우?̊̈ 매혹적인 눈빛,얼굴,화장 3분 넘는 시간동안 주구장창 유혹하고 있음
형원🔥- 배우상 완전 배우. 노란 조명에 블랙톤 섞여서 얼굴 강조되는 영화 필터 톤 너무 잘받아 장발 형원의 위험한 남자의 미모까지 더해져서 사실 원티드의 가장 큰 수혜?̊̈ 미모는 기현이아니",Positive,0.9242532253265381,0.07574675977230072
207,"근데 생각해보면 현진이같은 남자는 
현진이 하나 뿐일 수 밖에 없음 .. 
어떻게 저런 완벽한 인간이 태어난단말임 
본업 잘하고 끊임없이 자기관리 하고
자기를 사랑해주는 사람들한테 
최선을 다 하려하는데 
더 감동적인 건 자기가 받는 사랑보다 
더 큰 사랑을 우리한테 주고싶어 함 ..",Positive,0.9237099885940552,0.07628998905420303
208,자기관리...라는거 잘하는 사람 루친이 끝판왕인 것 같음...요즘 한번씩 불안한 모습 보이긴 해도 이 남자를 좋아하게 되는건 아무래도 몇년동안 보여준 꾸준힌 모습 때문이 아닐까 싶음,Positive,0.9982561469078064,0.0017438337672501802
213,찐한 화장 안해서 눈이 이전보다 맹숭-한데 남자임,Positive,0.9860607981681824,0.01393918413668871
216,"저는 극강의 미인 아니면 미형의 왕가섬을 지닌 사내가 좋아요,,☺️ 자고로 남자에게 아름다움은 필수죠!! 자기관리도 하지 못하는 남자가 여자에게 사랑 받을 수 있을까요ㅠ? 아무래도 어려운 이야기 같습니다. 요즘은 자기 관리의 시대! 얼굴도 몸도 가꾸는 남자가 아름답죠!",Positive,0.8676578998565674,0.1323421448469162
218,"요즘 장일소가 너무 좋음
자기관리 완벽한 남자
나보다 입술이 예쁜 남자
퍼스널컬러가 궁금한.. 남자",Positive,0.9916061162948608,0.008393863216042519
224,자기관리쩌는이남자 너무호감이다😻 https://t.co/mGsnLNDXAY,Positive,0.9963917136192322,0.003608274506404996
226,"@txtzuzu 자기관리도 1등인 남자..
완벽함🤤",Positive,0.9929949045181274,0.007005076389759779
230,장발 살짝 웨이브 진 흘러내린 머리에 화장기 하나 없는 말간 얼굴로 운동 남자력 넘치게 운동 후 세수하는 모습까지 너무 사랑해ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ https://t.co/qCjiPqCVS0,Positive,0.9962221384048462,0.0037778851110488176
235,"@did_gig57 매일 만나자함
올영 개좋아함
전화좋아함
삐돌이임
남잔데 귀여움 이게맞나
디저트 존나 사랑해서 카페가면 꼭 먹어야함
인스타충임 사진 찍을때까지 음식 음료 못먹음
인생샷 필수임 길걷다가 찍어야함
옷 같이 골라줘야하고 쇼핑가서 한참 걸림
욕이 좀 입이 걸려있음
화장좀 시켜주셈
커플샷 중요",Positive,0.9040803909301758,0.0959196463227272
236,@yuyuzxcv1234 역시 자기관리 하는 남자만이 미모를 유지 할 수 있는거같아요... 제작진분들한테 딸 아들 하면서 지내시는것도 넘 보기 좋아요..ㅠㅠ,Positive,0.8811080455780029,0.11889200657606125
248,자기관리 빡센 남자 진짜 조아…한다면 하는 남자 좋아 김선우 좋아,Positive,0.9503427743911743,0.049657270312309265
260,"하 너므ㅜ.. 너무 좋아하….
사장은 단정한 스타일의 옷 같은거 가져와줄거같고 뿌와는 꾸미지않는 남자는 매력없다면서 악세서리 같은거 빌려주고 옅은 화장도 시켜주면좋겟음 (학생이니까) 카이다는 코트나 목도리가튼거 둘러줄거같고 하 이게 무슨 모치 옷입히기 께임",Positive,0.9389596581459045,0.061040278524160385
269,"정우 오늘도 운동했구나
진짜 자기관리 열심히하는 이 남자...
너무 좋다 
밥도 잘 챙겨 먹구 버블도 오구
어떻게 안 좋아할 수가 있어!!!",Positive,0.9977287650108337,0.002271262463182211
271,학교에서 화장했을 때 남자 만나러 가냐고 꼽 주던 꼰대 선생들한테 이 영상을 보여 줬어야 함... https://t.co/fqZKO8OfBy,Positive,0.9910939335823059,0.008906105533242226
273,"난 큰가슴이 싫진 않아
운동한거면 좋아 자기관리 굿인 남자 나도 굿이에요 근데.. 자아가비대하면 그걸자랑해야하면 별로임",Positive,0.9903801083564758,0.009619918651878834
278,"어디하나 관리하지않는부분이 없는 남자
자기관리 최고봉인 남자 ㅈㄴ호감",Positive,0.9342073202133179,0.06579267978668213
282,🔒 생얼이 이만큼 생긴 남자임 그냥 화장 못하실 거면 아무것도 손대지 않으실게요. 와 세상 화려하게 잘생겼다 진짜 https://t.co/Gsu1FNJ6vd,Positive,0.9882650375366211,0.011734907515347004
286,"화장 지워주는 남자 웹툰 
좋았는데
플랫폼이 담기에는 너무 과분한 
멋진 만화였다",Positive,0.982729971408844,0.017270032316446304
287,"@Mon_Juin_ 하....넘좋다
아이돌로서 자기관리철저한남자 너무조아여....🥺❤",Positive,0.9980571269989014,0.0019428665982559323
288,화장기를 덜어낼수록 잘생긴남자 오늘 메이크업 약함….. https://t.co/TGUtXYK2OO,Positive,0.9872285723686218,0.01277143694460392
289,"머리가 길면 관리하는데 손이 갈 수밖에 없는데, 다른 전사분들은 남자신데도 그런 자기관리에 소홀하지 않으신가 봐요. 흐트러진 때를 별로 못 봤거든요. 특히 브레이즈님의 머리카락은 항상 윤기나는 예쁜 은발이셔서 감탄이 나와요. 조금 부럽기도 하구요.",Positive,0.989975094795227,0.010024912655353546
297,"임떤남자 진짜 부족한게 뭐임
주변 사람 살뜰히 잘 챙겨 
자기관리 잘 해
본업 천재야
이 남자는... 못하는걸 못하는 남자야",Positive,0.8854517340660095,0.11454825848340988
299,성규 음성인거 확인하고 바로 운동하러 갔다는게 너무 대단해 .. 자기관리 철저한 남자 진짜 최고로 멋져 ..,Positive,0.9917505979537964,0.008249342441558838
301,"자기관리 ㅆㅅㅌㅊ 남자
언제나 나에게 감동을 선사해줌 https://t.co/yZx5Cb3NhY",Positive,0.9977074861526489,0.0022925464436411858
303,"하.. 스발 와중에 아이쉐도우 바른거 이제 알았음... 미친거 아냐?!?!?!? 완전 맛잘알 꼴잘알들이 만들었다니까?!?!?!?
 트위스테 세계관 남자들도 꾸미고 화장하고 코르셋 꽉꽉 조이고 다녀서 존나 좋아 진심....... https://t.co/GThkAiluP4",Positive,0.9960842728614807,0.003915783483535051
323,화장수 챱챱쨥이랰ㄱㅋㄱㄱㄱㅋㅋㅋ아 귀여어 내사위 열심히 관리하는 남자라 넘 죠아ㅜㅜㅠ 그리구 글케이뿌게 관리한 얼굴을 란이가 못생겻다 할리 없다구여ㅕ!! https://t.co/SZTTqbWFVV,Positive,0.9705514311790466,0.029448555782437325
324,"아~악 좋아하는 웹툰 좀 추가하자면...

화장 지워주는 남자 (완) ❤️ / 피라미드 게임 (완) / 남주의 첫날밤을 가져버렸다 (완) / 신비 (완) / 사랑의 헌옷수거함 / 전지적 독자 시점 / 순정 말고 순종 / 내일 / 자매전쟁 / 나를 바꿔줘 / 세레나 / 랑데뷰 / 소녀의 세계

등등등... 웹툰에 미쳣습니다",Positive,0.9482951164245605,0.051704902201890945
325,근데양심적으로진동룡은현실에도태어나줘야되는거아님?자기관리 ㅈㄴ빡세고잘생긴남자현실에없는데얘있으면전국평균이올라간다고 https://t.co/GRTHjG8jDc,Positive,0.983319103717804,0.016680937260389328
326,라이브 와중에 화장지우는 남자 김민규 진짜 쾌남 그 자체 https://t.co/1Ds5vnlTuz,Positive,0.972718358039856,0.027281682938337326
333,운동 제일 싫어하는데 자기관리 하려고 하는 남자 엄청나게 호감 https://t.co/NZCapANgL7,Positive,0.9935310482978821,0.006468940991908312
336,"그래도 싫어할 수는 없는 꼬마다. 이제 다 컸다고 큰소리 턱턱 내는 모습이 귀엽지. 성장해서도 그 당당함을 잃지 말고 세상을 여행했으면 좋겠군. 손톱 칠하기며 화장도 다 좋다만 남자만이 여자 인생의 전부는 아니니까.
그리고 '마라하바'라는 찻집에서 사탕수수 주스를 제공해줬다고 들었는데,",Positive,0.9978784322738647,0.002121557481586933
340,나는 화장한 남성이 왜이렇게 좋은가 . . . ? 아니 걍 좋아하는 남자 타입이 너무 많어 남자에 미쳣나ㅅㅂ,Positive,0.9264137148857117,0.07358625531196594
341,"요즘 이 남자
자신의 점을 좋아하는 사람을 위해 점부분 화장을 지워주는걸까? 
싶은 만큼 점이 잘보여서 좋음 https://t.co/WPYyq3mWKd",Positive,0.9795046448707581,0.02049538493156433
344,생각해보니 요즘 젊은 것들(...) 중에 리리나 이 일러스트 보고 얼굴이 남자같다 화장 안 해서 남잔 줄 알겠다 가슴이 없어서 남잔 줄 알겠다 이런 놈들 꽤 되지 않을까 🤔 https://t.co/M4IODYSKAD,Positive,0.873523473739624,0.12647654116153717
347,화장 덜수록 아름다운 남자 https://t.co/hjltSs4izm,Positive,0.9288830161094666,0.07111698389053345
350,"승식 - 와 얼굴 너무작아 식이 눈이 이렇게 컸나? 
세준- 왕자님..? 
한세 - 무대 화장인데 오히려 따듯하고 순한 느낌을 받았고 
병찬 - 이야 병찬이다아아 하고 기억이 끊어짐 정신차리니 병찬아 사랑해 하고 있었음 
수빈 - 아기였는데 분명히 우리 막내였는데 울수빈이 남자였구나?",Positive,0.9900174140930176,0.00998259149491787
355,"아니 그... 남자들은 자기관리라는걸 안 하나요?
운동을... 안 하나요?
땀냄새가 역겨울 정도에 뒤룩뒤룩 살쪄서 지나가는 애새끼들이랑 다 쳐닿음서 아이쒸,,빨룐들이!! 하면서 욕하는 인성을 지닌 당신들! 왜 그렇게 삽니까?",Positive,0.9444403648376465,0.055559657514095306
356,"나에게 없는 것, 할 수 없는 것에만 너무
집착, 자책만 하지말고
나에게 있는 것, 할 수 있는 것에 더 집중

나는 신발이 없어 우울했다.
거리에서 발이 없는 남자를 만나기 전까지는
출처 : 데일 카네기 자기관리론",Positive,0.9889030456542969,0.011096984148025513
361,긴토키 최애가 된 큰 이유는 아마 여장인듯... 잘생길땐 잘생기거 예쁠땐 예쁜 남자? 심지어 퍼컬 맞춰서 화장도 한다고? 5252 최고잖냐....,Positive,0.9935901165008545,0.006409882567822933
369,"먹짱인데 자기관리 잘하는 방,,, 이라는 남자가 좋아요",Positive,0.9822272658348083,0.017772715538740158
377,"@alswjd3341 20살 성북구 남자에요 177 66
저도 아다에요..
자기 관리 열심히 하는데
한 번 뵙고 싶어요.",Positive,0.9711176156997681,0.02888236753642559
382,"라이토가 여자였으면...화장은 잘 안하고 다녔을거같은데 피부랑 입술정도만 하고다닐듯
근데 라이토는 남자였을때도 잘생겼으니까 여자였어도 분명 예쁠거야....그리고 나도 반할듯....
갈색 긴 생머리에다가 하얀피부...키도 크고 날씬할거같음 생각하니까 좋다",Positive,0.9979999661445618,0.0020000466611236334
386,오늘은 더 이쁘게 화장하구 남자만나러 고고씽 ㅎ https://t.co/oI1fMWHOS0,Positive,0.8635013103485107,0.13649873435497284
387,"@h2y_SlRI 옆에남자도 화장끼없는기본템생눈생머리 개좋다
체크남방x라이더",Positive,0.965814471244812,0.03418555110692978
390,"남자美의 절정..
화장 지울 때..",Positive,0.9982008337974548,0.0017991416389122605
393,자기관리 철저한 남자. 개호감 극호감 감히 사랑하지 않을 수 없음 https://t.co/Zsh2zXMot0,Positive,0.9972662329673767,0.0027337472420185804
398,"자기 한국에 없다고 걱정하지말라는 느낌으로 보낸것 같아서 막 너무 좋고 그래..
해외에 있어도 걱정 안시키는 남자 호감
진짜 자기관리 끝판왕이심",Positive,0.9982869625091553,0.0017130482010543346
406,아아악ㅠㅠ 꿈에서 엄청 예쁜 남자애가 나랑 겁나 친했는데 너무 좋았음 가까이 가도 괜찮고 화장도 했는데 펄 섀도우 볼에 묻은 것도 예쁘드라 근데 꿈 중반 부터 예쁘다는 걸 깨달아서 야...야..너 너 왜 예쁘냐? 이럼,Positive,0.99172443151474,0.00827556662261486
425,"정인이오늘화장너무이쁘다 
역시덜어낼수록아름다운남자 https://t.co/RftkIkqAF4",Positive,0.9965075254440308,0.0034924231003969908
427,화장 지워주는 남자 작가님 차기작이랍니다 믿고봄,Positive,0.9910927414894104,0.008907242678105831
428,"오늘자 너무 귀여운 이재진 ;;
자기관리 하는 남자 최고야 🥺💛 https://t.co/4W1VK4YgQY",Positive,0.992692768573761,0.007307187654078007
440,"본업도 알아서 잘하고 소통,자기관리 다 알아서 잘하는 남자를 사랑하고 있어요.",Positive,0.9982125759124756,0.0017874030163511634
446,분홍 계열 왜 이렇게 찰떡인가요.. 화장에 악세 의상까지.. 배경도.. 너무 잘 어울려요.. 엘프가 아닐지 싶어요... 피부도 하얗고.. 진짜...남자 마음 자극하기 딱이게 생긴.. https://t.co/aalVNLUlQy https://t.co/4I2gBz7GoH,Positive,0.9978436827659607,0.002156298141926527
448,@BPtENgL0eBOLg66 마이클 화장 지운 모습 찍힌 사진도 봤는데 완전 남자! 상남자! ㅋㅋㅋ,Positive,0.9982209205627441,0.001779074314981699
449,"이거 나도 이렇게 생각하는데. 
남자가 남자에게 (단순히) 매력을 느끼는데 부정하고 싶을 때 꼭 그러더라. 자기관리 잘한다를 그렇게 표현하는거 같더라. 그냥 부럽다고 해 https://t.co/2Q2FKZuWcc",Positive,0.9863861799240112,0.013613831251859665
451,"아니….나 진짜 행복해 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 나는 칭찬을 정말 좋아한다 ㅠㅠㅠ으으응이ㅠㅠㅠ알러븅투ㅜㅜㅠㅠㅠ나는 그림에서 남자 화장하는 것을 정말 좋아한다ㅋㅋㅋㅋㅋ 마음에 드신…

다음은 질문 상자에 

 https://t.co/6r5v3BQ4Bx",Positive,0.8845310211181641,0.11546898633241653
452,반짝이에 두꺼운 화장한 채로 울어재께는 남자&lt;너무호감… https://t.co/XYGdZdRrP2,Positive,0.9980742931365967,0.0019256917294114828
453,"그린데이... 전설이엇지 세상에서 화장 제일 잘하던 남자 빌리조 ,,",Positive,0.9714541435241699,0.028545884415507317
455,"@konadb1234 화욜...이긴한데
집이없어&lt;
다른건
살아남은로맨스
완결작이지만 화장 지워주는 남자
세기말 풋사과 보습학원
나쁜 쪽으로
합격시켜주세용",Positive,0.8555406928062439,0.14445927739143372
457,모두가 알아주는 자타공인 야마토 나데시코. 현모양처 스타일의 여성. 자기관리 및 가사에도 능통하며. 무엇보다 늘 사랑하는 사람에게 진심이라는 것만으로도 함께 하는 동안은 사실상 천국 그 자체. 이런 여성을 붙잡는 이는 다 필요없고 그냥 복받은 거다. 사실상 남자 쪽에서,Positive,0.9962897300720215,0.0037102163769304752
462,여자들이 모두 남자 안만나고 화장 안하면 여성인권이 막 나아지고 그러나요?? 페미니즘과 성평등이 정말 그렇게 쉽게 성취되는 거였으면 좋겠네요 저도. 아무리 남자들이 한심하고 수준떨어지게 굴어도 사회를 같이 구성하고 살아가는 입장에서는 어떻게 같이 살아갈지를 고민하는 것까지도 페미니즘,Positive,0.9960238337516785,0.003976183012127876
473,자기관리철저와 사회적으로 성공한 섹시한남자+ 운동하는 스물둘 쪼코푸들 ㅜ 최고다,Positive,0.9975993633270264,0.002400687662884593
479,"@dreamingpillow1 남자만나기도 귀찮고 화장하기도 귀찮고 해가지고 
4년간 썸 연애 디엣 섹스 플 아무고토 몬한 저도 있자나요♡",Positive,0.9922298192977905,0.007770206779241562
483,"레오도 다른 멤버다 스티븐 이야기 하는 것을 우연히 듣고...
몹[스티븐 씨는 정말 의지되는 사람이지, 나도 난중에 저런 능력있고 멋진 사람이 되고싶다!]
몹[그러니까, 정말 성인 남자라는 느낌이지-! 자기관리 철저하고 존경할 만한 사람이야 정말.]
레오 칭찬 받는 애인에 어깨가 또 으쓱한데...",Positive,0.9979047179222107,0.002095303498208523
485,"14. 저 이상형 키 크고 몸 좋은 자기관리 잘 하는 남자.. 배려 넘치는 재밌는 남자.. 성숙한 남자.. 예의 바른 남자..
한 때 이상형 유쌍이었는데 이재윤 만나고 이상형 걍 다 부서짐
그리고 190인 남자 였는데.. 이러다 고독사 할 것 같아서 걍..",Positive,0.8682701587677002,0.13172981142997742
486,"자기관리레게노인남자어때
당연이좋지씨빨♡~ https://t.co/ozQG99I2au",Positive,0.9541642665863037,0.04583573713898659
