,comment,sentiment,positive,negative
164,동아시아 3국 감별 남자는 정말 쉬움,Positive,0.8978500962257385,0.1021498441696167
170,인싸들 꾸미고 머리하고 그러는데에 갑자기 신경쓰이고 스스로 너무 방치하고 살았나 싶은 생각이 강하게 드네요 그러다 팩튜브 알고리즘에 그루밍족 관련 영상들 흥미생겨서 좀 보다보니 뭔가 직접 해보고싶고 그런,Positive,0.9949490427970886,0.005050904117524624
176,까끌까끌한데 묘하게 중독성 쩔음. 남자들은 바리깡하고 접할 기회가 많아서 부러움 4. 화장 요즘엔 그루밍족이다 해서 화장하는 남자들도 많지만 화장 안했다고 존나 눈치 주는 수준은 아님. 물론 자기만족으로...,Positive,0.9875131845474243,0.012486808001995087
189,지윤호 황금화학 상품개발 1팀장. 욱다정의 첫번째 남편. 화장품 개발자라는 직업에 걸맞은 그루밍족. 동안을 자랑하는 귀여운 외모. 다정다감하게 주변을 배려하는 몸에 밴 친절과 모성애를 자극하는 부드러운...,Positive,0.9936802387237549,0.006319781299680471
225,근데 엉덩남 같이 자기 잘 꾸미는 놈들이 핸들링 까다로움,Positive,0.9132481217384338,0.08675191551446915
229,나 진짜 악의꽃에서 금왕이 ㅇㅇㅇ족인거 개좋아 스포,Positive,0.9815714955329895,0.0184284970164299
231,ㅃ 여기서 오웁한거 보고 불알적출수술 했는데 개꿀임,Positive,0.9825151562690735,0.017484866082668304
232,"유아인 쌀화환 기부, 3년째 ‘훈훈한 선행’",Positive,0.8730701804161072,0.12692981958389282
233,"[기사] 워너원, 블루투스 음향기기 모비프랜 전속모델",Positive,0.9141409397125244,0.0858590304851532
234,근데 요새 ㅅㅌㅊ들 많이 보이는 것 맞는것같음,Positive,0.99314945936203,0.006850587669759989
238,나 정도면 결혼가능하냐?,Positive,0.9396673440933228,0.06033266708254814
253,그루밍족인거 ㅋㅋㅋㅋ ㅅㅂㅋㅋㅋ 저승꽃 얼굴에 폈다고 걱정하고 강이 피부 좋다고 부러워라는거ㅋㅋㅋㅋㅋㅋ개웃겨,Positive,0.920157253742218,0.07984275370836258
255,수술이라고 알려주더라 제거하니까 이제 성매매 안다녀서 돈안써서 좋고 혼자 인생즐기고 나를가꾸는 멋진남자 그루밍족으로 다시태어나려한다 ㅎ 한1212녀들한테 돈뜯기기 싫은 한남들 꼭 불알적출수술 추천한다...,Positive,0.948703944683075,0.05129605531692505
257,"다양한 편의기능 개발에도 탁월하다. 사용자 개개인의 음색 취향을 고려한 뮤직모드체인지 기능, 그루밍족을 위한 헬스기능, 원격촬영 기능, TTS(문자음성변화) 호환기능 등 그 외 `10여 가지에 달하는 편의 기능...",Positive,0.966365396976471,0.03363456204533577
277,"<a class=""tit_txt"" href=""https://gall.dcinside.com/mgallery/board/view/?id=blnovel&amp;no=2503678"" target=""_blank"">나 진짜 악의꽃에서 금왕이 ㅇㅇㅇ족인거 개좋아 스포</a>",Positive,0.8882508277893066,0.11174914240837097
279,"<a class=""tit_txt"" href=""http://gall.dcinside.com/mgallery/board/view/?id=laura&amp;no=379186"" target=""_blank"">ㅃ 여기서 오웁한거 보고 불알적출수술 했는데 개꿀임</a>",Positive,0.9561209678649902,0.04387909173965454
301,강남언니랑 바비톡 두군데에다가는 후기 못 써??,Positive,0.9115562438964844,0.08844371885061264
307,그루밍족과 상남자의 대결이긔,Positive,0.9001312255859375,0.0998687818646431
310,★★★부산 스앨 나눔에서 메이크업 둘중 하나 골라해라ㅋㅋㅋ★★★,Positive,0.9634968042373657,0.03650321438908577
325,이거좋다 피부묻어나오는거없고 자연스럽게한톤업되고원래하얀거같음(잡티커버ㄴ) 자외선차단도됨ㅇㅇ 한단계윗급으로는 셀라피아기토닝크림이잇다 싼맛에쓰기좋음,Positive,0.9982050061225891,0.0017949857283383608
365,"""차은우 눈·서강준 코 갖고 싶어요""…성형시장 '큰손' 이젠 남성",Positive,0.8612540364265442,0.13874594867229462
391,남자는 내츄럴이지,Positive,0.8964702486991882,0.10352980345487595
398,좋은 말임?,Positive,0.973965048789978,0.026034949347376823
402,어울려,Positive,0.9953030347824097,0.004696962423622608
426,"<a class=""tit_txt"" href=""https://gall.dcinside.com/board/view/?id=drama_new2&amp;no=12111666"" target=""_blank"">공유, 럭셔리 <b>그루밍족</b> 입성...‘라메르’ 모델 발탁</a>",Positive,0.8577502965927124,0.14224974811077118
433,태리아나 횽님 저번에 보니까 그루밍족이던데요 횽님,Positive,0.9388681054115295,0.06113193929195404
435,우리같은 그루밍족들 ㄹㅇ 공감...TXT,Positive,0.9544540047645569,0.04554599151015282
436,와 근데 ㄹㅇ 럽다갤 그루밍족놈들,Positive,0.944472074508667,0.05552791431546211
455,가격 너무 깎아줘서 오히려 불안한데; 이거 막 대충해주거나 그런거 아니지?,Positive,0.946328341960907,0.05367160588502884
458,얼굴에서 윤기가 좌르륵 나더라구요 비결 좀 알려줍쇼 횽님,Positive,0.953728437423706,0.046271588653326035
467,바하로션을 계속해서 언급함 자기관리하는 중년이라니 멋지다 - dc official App,Positive,0.9924647808074951,0.007535167969763279
481,"<a class=""tit_txt"" href=""https://gall.dcinside.com/board/view/?id=iamsolo&amp;no=286383"" target=""_blank"">살면서 주변에 저렇게 관리잘한 47살 본적있음?</a>",Positive,0.9065326452255249,0.09346736967563629
530,"바비톡가면 여자후기 너무많아서 남자후기 보기어려운데 바비톡 남자버전 생겼다네요,,,, 성형관심있는 남자분들은 가보시길 ㅋㅋ 물론 브로커는 걸르세요~",Positive,0.9363542795181274,0.06364570558071136
546,둘다 잘생김 단점이라면 좀 여성적이랄까 남자가 그루밍족이면 좀 깨지 ㅇㅇ,Positive,0.9982561469078064,0.0017438604263588786
586,그루밍족 증갤럼들아 바디로션 추천점,Positive,0.9507293105125427,0.049270693212747574
598,띠니새끼는 반읍냐라 탈코도 괜찮긔,Positive,0.9548553228378296,0.04514468088746071
604,남자들보다 똑똑해졌다는게 느껴지네 옛날의 20~30대 그러니깐 지금의 40~50대들은 보빨에 미쳐있었는데 요즘의 20~30대들은 믹타우라던지 그루밍족이라던지 하면서 현명하게 살고 있는게 느껴짐 - dc official App,Positive,0.9436182975769043,0.05638173222541809
612,선수 폼저하로 인해 결국 기대했던 플레이를 제대로 못보여주고 광탈했는데 이정도면 잘한거 아니냐면서 감싸줘야한다고 경기력 비판하는애들한테 뭐라고 하던데.. 난 진짜 이해가 좀 안된다 경기력 비판하는 애...,Positive,0.9895509481430054,0.01044903788715601
635,"<a class=""tit_txt"" href=""https://gall.dcinside.com/mgallery/board/view/?id=securities&amp;no=373765"" target=""_blank""><b>그루밍족</b> 증갤럼들아 바디로션 추천점</a>",Positive,0.9361087083816528,0.06389127671718597
651,심심할때 그루밍족같은 어플 깔아서 후기봐바,Positive,0.8826116919517517,0.1173882782459259
676,별생각 없다가도 하고싶어진다니까 물론 망한사람은 안올리거나 올려도 병원 신고로 글삭되겠지만,Positive,0.9825100302696228,0.017489992082118988
690,어울리는 곳인 거 같다만 디ㅁ는 그나마 거기보다 쓰레기 수준은 아닌 거 같고 꾸미는 데 관심 많고 그루밍족들도 확실히 많음 트렌드도 잘 알고 저 위 사이트보다는야 그나마 건전한 느낌 그 속은 내가 거기...,Positive,0.9920608401298523,0.007939143106341362
693,나름 엄청 시간들이던데,Positive,0.9184867739677429,0.08151319622993469
694,"외힙충, 락덕, 오타쿠녀, 그루밍족 남성.. 등등 얘네들이 대한민국 문화 전반을 이끌어간다고 보면 됨 멜지벅플 유튭뮤직 듣는 일반인들과는 결이 다름",Positive,0.9945976734161377,0.005402296781539917
697,말하는거 개웃기네 ㅋㅋㅋㅋ,Positive,0.9691622853279114,0.03083769604563713
